Starting optimization with 80...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     1.414709e-02   1.366958e-01   
  1     7.955953e-03   1.397883e-01   1.366958e-01   2         2         1         0         
  2     3.767115e-03   5.859339e-02   4.608430e-02   3         3         1         0         
  3     1.613918e-03   4.513140e-02   5.914030e-02   4         4         1         0         
  4     3.265050e-04   2.777720e-02   6.167144e-02   5         5         1         0         
  5     1.109365e-04   2.070029e-02   3.903949e-02   6         6         1         0         
  6     5.557056e-05   1.349642e-02   1.157870e-02   7         7         1         0         
  7     2.588771e-05   2.312485e-03   5.552334e-03   8         8         1         0         
  8     2.394140e-05   1.882181e-03   1.006651e-03   9         9         1         0         
  9     1.829327e-05   1.943440e-03   4.913555e-03   10        10        1         0         
  10    1.380271e-05   2.128486e-03   4.685599e-03   11        11        1         0         
  11    9.864612e-06   4.376065e-03   1.674136e-02   12        12        1         0         
  12    4.215292e-06   1.960035e-03   4.980027e-03   13        13        1         0         
  13    2.725497e-06   7.380625e-04   3.151243e-03   14        14        1         0         
  14    2.148271e-06   5.799367e-04   1.075378e-03   15        15        1         0         
  15    1.237926e-06   7.139845e-04   3.216179e-03   16        16        1         0         
  16    6.807128e-07   5.219948e-04   2.698500e-03   17        17        1         0         
  17    6.559013e-07   9.830805e-04   3.481916e-03   18        18        1         0         
  18    3.310208e-07   2.248464e-04   9.113756e-04   19        19        1         0         
  19    2.917769e-07   1.868656e-04   3.479461e-04   20        20        1         0         
  20    2.171043e-07   2.292761e-04   1.079644e-03   21        21        1         0         
  21    1.862050e-07   2.952665e-04   9.276986e-04   22        22        1         0         
  22    1.517200e-07   1.430738e-04   2.275068e-04   23        23        1         0         
  23    1.208793e-07   1.048997e-04   5.152994e-04   24        24        1         0         
  24    9.882676e-08   1.060701e-04   5.958074e-04   25        25        1         0         
  25    7.046616e-08   7.978757e-05   7.939948e-04   26        26        1         0         
  26    4.100943e-08   8.404656e-05   1.258747e-03   27        27        1         0         
  27    3.313674e-08   1.579586e-04   1.355090e-03   28        28        1         0         
  28    1.801346e-08   4.787886e-05   3.435316e-04   29        29        1         0         
  29    1.562045e-08   2.295418e-05   1.505883e-04   30        30        1         0         
  30    1.462741e-08   2.049425e-05   1.154513e-04   31        31        1         0         
  31    1.356788e-08   2.673668e-05   1.371415e-04   32        32        1         0         
  32    1.188806e-08   3.232918e-05   2.042792e-04   33        33        1         0         
  33    9.035499e-09   2.918304e-05   4.146250e-04   34        34        1         0         
  34    8.621463e-09   2.851375e-05   8.989763e-05   37        35        3         0         
  35    7.945290e-09   1.178324e-05   1.187956e-04   38        36        1         0         
  36    7.673320e-09   1.003076e-05   5.122331e-05   39        37        1         0         
  37    7.252836e-09   1.613658e-05   9.005471e-05   40        38        1         0         
  38    6.422192e-09   2.508516e-05   2.038584e-04   41        39        1         0         
  39    4.865571e-09   3.178586e-05   4.393945e-04   42        40        1         0         
  40    4.012735e-09   4.886763e-05   4.870375e-04   44        41        2         0         
  41    2.093276e-09   2.507605e-05   4.889978e-04   45        42        1         0         
