Starting optimization with 20...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     3.060794e-02   5.493783e-01   
  1     1.756333e-02   5.464491e-01   1.373446e-01   4         2         3         0         
  2     4.023758e-03   1.524547e-01   5.790062e-02   5         3         1         0         
  3     2.243660e-03   8.995587e-02   1.515554e-02   6         4         1         0         
  4     5.773993e-04   4.407809e-02   3.498105e-02   7         5         1         0         
  5     3.304157e-04   5.614344e-02   1.562435e-02   8         6         1         0         
  6     1.271935e-04   2.233666e-02   8.128690e-03   9         7         1         0         
  7     5.126617e-05   1.046609e-02   7.744105e-03   10        8         1         0         
  8     2.935089e-05   7.507372e-03   3.817069e-03   11        9         1         0         
  9     1.181184e-05   5.991872e-03   5.580401e-03   12        10        1         0         
  10    8.527130e-06   5.728347e-03   2.660573e-03   13        11        1         0         
  11    6.292170e-06   2.813617e-03   7.303327e-04   14        12        1         0         
  12    4.392449e-06   1.921665e-03   1.137476e-03   15        13        1         0         
  13    2.331068e-06   2.018485e-03   2.139740e-03   16        14        1         0         
  14    8.490563e-07   1.274499e-03   2.182492e-03   17        15        1         0         
  15    3.215573e-07   8.232065e-04   1.931161e-03   18        16        1         0         
  16    1.582989e-07   2.982173e-04   4.922493e-04   19        17        1         0         
  17    1.347321e-07   1.709147e-04   1.765000e-04   20        18        1         0         
  18    1.109454e-07   1.609892e-04   2.267484e-04   21        19        1         0         
  19    8.404371e-08   1.700957e-04   3.334183e-04   22        20        1         0         
  20    5.620559e-08   1.287750e-04   4.983192e-04   23        21        1         0         
  21    5.078955e-08   1.846806e-04   2.820059e-04   25        22        2         0         
  22    4.245472e-08   8.710371e-05   1.267330e-04   26        23        1         0         
  23    3.671195e-08   9.306465e-05   1.382986e-04   27        24        1         0         
  24    2.550568e-08   1.263393e-04   3.511316e-04   28        25        1         0         
  25    1.362320e-08   1.034901e-04   4.927864e-04   29        26        1         0         
  26    7.704144e-09   4.462687e-05   3.504974e-04   30        27        1         0         
  27    6.138642e-09   3.616225e-05   1.062798e-04   31        28        1         0         
  28    5.235431e-09   4.264408e-05   8.980043e-05   32        29        1         0         
  29    4.362814e-09   4.025430e-05   1.055837e-04   33        30        1         0         
  30    3.138955e-09   2.454696e-05   1.729194e-04   34        31        1         0         
  31    2.304768e-09   1.579538e-05   1.569320e-04   35        32        1         0         
  32    1.810057e-09   2.802312e-05   9.896546e-05   36        33        1         0         
  33    1.205202e-09   3.503308e-05   1.300102e-04   37        34        1         0         
  34    6.412499e-10   2.604651e-05   1.330429e-04   38        35        1         0         
  35    4.678200e-10   1.521664e-05   5.875471e-05   39        36        1         0         
  36    4.371350e-10   3.631046e-06   1.169528e-05   40        37        1         0         
  37    4.325194e-10   3.294557e-06   6.556777e-06   41        38        1         0         
  38    4.257112e-10   3.848973e-06   5.143455e-06   42        39        1         0         
  39    3.937918e-10   6.772803e-06   2.180598e-05   43        40        1         0         
  40    3.302082e-10   1.077530e-05   4.781763e-05   44        41        1         0         
  41    2.091644e-10   1.405248e-05   1.050602e-04   45        42        1         0         
  42    7.748589e-11   1.171334e-05   1.362054e-04   46        43        1         0         
  43    1.990591e-11   4.347419e-06   7.600939e-05   47        44        1         0         
  44    1.135110e-11   9.764393e-07   7.827182e-06   48        45        1         0         
  45    1.078310e-11   1.626937e-07   7.270322e-06   49        46        1         0         
  46    1.076416e-11   1.532741e-07   1.025481e-06   50        47        1         0         
  47    1.061158e-11   1.723961e-07   3.294028e-06   51        48        1         0         
  48    1.014401e-11   4.374765e-07   7.015374e-06   52        49        1         0         
  49    9.071050e-12   5.975741e-07   1.495310e-05   53        50        1         0         
  50    7.086987e-12   1.355895e-06   2.927757e-05   54        51        1         0         
  51    4.818428e-12   8.392533e-07   3.712393e-05   55        52        1         0         
  52    3.533502e-12   6.192172e-07   2.718248e-05   56        53        1         0         
  53    3.309339e-12   4.712258e-07   6.577429e-06   57        54        1         0         
  54    3.272900e-12   1.373136e-07   2.887100e-06   58        55        1         0         
  55    3.268232e-12   6.648166e-08   1.131114e-06   59        56        1         0         
Optimization Terminated with Status: Converged
The process took 2123.6 seconds to run.
Total n_vmult for algorithm 40245
