Starting optimization with 80...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  32    6.593183e-09   9.843792e-05   1.807911e-04   37        33        2         0         
  33    3.974532e-09   3.417800e-05   1.391416e-04   38        34        1         0         
  34    3.255432e-09   2.130070e-05   4.639482e-05   39        35        1         0         
  35    2.720430e-09   2.344217e-05   5.488366e-05   40        36        1         0         
  36    2.464976e-09   3.805122e-05   6.439555e-05   41        37        1         0         
  37    2.152435e-09   1.521445e-05   1.692715e-05   42        38        1         0         
  38    1.989747e-09   1.314562e-05   2.117525e-05   43        39        1         0         
  39    1.828589e-09   1.559820e-05   2.862222e-05   44        40        1         0         
  40    1.498905e-09   1.576910e-05   6.720615e-05   45        41        1         0         
  41    1.281664e-09   3.572541e-05   9.322582e-05   46        42        1         0         
  42    1.046760e-09   1.484586e-05   3.742651e-05   47        43        1         0         
  43    8.526174e-10   1.282111e-05   4.536577e-05   48        44        1         0         
  44    6.846015e-10   1.481585e-05   5.581685e-05   49        45        1         0         
  45    5.385849e-10   9.767839e-06   7.119553e-05   50        46        1         0         
  46    5.188409e-10   7.921690e-06   1.533043e-05   52        47        2         0         
  47    5.008784e-10   3.652081e-06   5.400271e-06   53        48        1         0         
  48    4.898786e-10   4.220382e-06   5.386148e-06   54        49        1         0         
  49    4.653330e-10   7.298810e-06   1.425497e-05   55        50        1         0         
  50    4.306390e-10   8.863326e-06   2.602633e-05   56        51        1         0         
  51    3.832132e-10   6.915371e-06   3.993587e-05   57        52        1         0         
  52    3.438941e-10   1.016458e-05   6.355631e-05   58        53        1         0         
  53    3.082522e-10   5.388680e-06   2.606357e-05   59        54        1         0         
  54    2.830531e-10   7.394740e-06   1.742955e-05   60        55        1         0         
  55    2.426051e-10   8.358152e-06   4.042545e-05   61        56        1         0         
  56    2.085694e-10   6.003960e-06   5.126989e-05   62        57        1         0         
  57    1.897283e-10   3.255387e-06   3.568740e-05   63        58        1         0         
  58    1.831361e-10   3.658047e-06   5.964621e-06   64        59        1         0         
  59    1.728091e-10   5.142201e-06   1.207017e-05   65        60        1         0         
  60    1.597630e-10   5.236202e-06   1.980167e-05   66        61        1         0         
  61    1.509307e-10   7.073737e-06   3.476649e-05   67        62        1         0         
  62    1.420858e-10   2.005390e-06   6.956819e-06   68        63        1         0         
  63    1.397264e-10   1.328869e-06   4.332316e-06   69        64        1         0         
  64    1.381210e-10   1.905653e-06   3.691385e-06   70        65        1         0         
  65    1.337359e-10   3.430341e-06   1.042415e-05   71        66        1         0         
  66    1.245672e-10   5.444457e-06   2.290248e-05   72        67        1         0         
  67    1.062763e-10   7.249398e-06   4.892977e-05   73        68        1         0         
  68    8.178055e-11   6.723942e-06   7.191046e-05   74        69        1         0         
  69    7.751922e-11   6.684115e-06   2.367748e-05   77        70        3         0         
  70    6.174399e-11   2.548240e-06   4.019230e-05   78        71        1         0         
  71    5.719750e-11   1.070796e-06   6.013726e-06   79        72        1         0         
  72    5.522494e-11   1.875102e-06   5.359139e-06   80        73        1         0         
  73    5.247764e-11   2.708605e-06   6.178253e-06   81        74        1         0         
  74    4.584091e-11   3.622514e-06   1.790196e-05   82        75        1         0         
  75    3.728986e-11   3.198089e-06   3.546056e-05   83        76        1         0         
  76    3.588022e-11   2.792492e-06   2.224271e-05   85        77        2         0         
  77    3.213734e-11   9.210571e-07   1.475463e-05   86        78        1         0         
  78    3.149135e-11   3.442474e-07   5.590482e-06   87        79        1         0         
  79    3.125345e-11   5.211026e-07   2.383387e-06   88        80        1         0         
  80    3.080107e-11   9.052197e-07   3.550869e-06   89        81        1         0         
  81    2.961760e-11   1.571144e-06   8.696218e-06   90        82        1         0         
  82    2.689790e-11   2.465887e-06   2.023993e-05   91        83        1         0         
  83    2.148558e-11   3.277275e-06   4.272375e-05   92        84        1         0         
  84    1.416392e-11   3.105769e-06   6.357347e-05   93        85        1         0         
  85    1.393250e-11   3.262599e-06   6.448921e-06   98        86        5         0         
  86    9.086872e-12   1.542639e-06   4.223082e-05   99        87        1         0         
  87    7.880102e-12   3.281440e-07   7.714710e-06   100       88        1         0         
  88    7.732975e-12   2.035804e-07   5.574593e-06   101       89        1         0         
  89    7.655260e-12   2.548838e-07   2.516024e-06   102       90        1         0         
  90    7.316166e-12   4.495940e-07   6.677906e-06   103       91        1         0         
  91    6.647054e-12   6.709471e-07   7.589009e-06   104       92        1         0         
  92    5.641802e-12   8.140153e-07   1.413492e-05   105       93        1         0         
  93    4.973387e-12   8.194216e-07   2.058827e-05   106       94        1         0         
  94    4.636865e-12   2.162226e-07   9.236582e-06   107       95        1         0         
  95    4.568782e-12   9.375282e-08   6.010640e-06   108       96        1         0         
Optimization Terminated with Status: Converged
The process took 3973.77 seconds to run.
Total n_vmult for algorithm 77787
