Starting optimization with 80...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  31    7.537471e-10   5.091911e-07   4.141647e-04   35        32        1         0         
  32    6.647841e-10   3.763914e-07   6.746178e-04   36        33        1         0         
  33    6.569646e-10   8.871286e-07   7.921547e-04   37        34        1         0         
  34    5.965035e-10   2.441331e-07   1.524950e-04   38        35        1         0         
  35    5.828183e-10   2.104451e-07   8.964889e-05   39        36        1         0         
  36    5.480851e-10   2.708735e-07   3.774965e-04   40        37        1         0         
  37    5.027189e-10   2.982717e-07   5.897236e-04   41        38        1         0         
  38    4.520859e-10   5.440741e-07   1.196725e-03   42        39        1         0         
  39    4.326259e-10   4.024559e-07   9.477546e-04   43        40        1         0         
  40    4.088983e-10   1.453840e-07   4.341081e-04   44        41        1         0         
  41    3.996767e-10   1.425097e-07   9.616054e-05   45        42        1         0         
  42    3.685458e-10   2.921676e-07   4.259146e-04   46        43        1         0         
  43    3.199721e-10   4.566777e-07   9.335249e-04   47        44        1         0         
  44    2.392347e-10   5.228577e-07   1.976086e-03   48        45        1         0         
  45    1.243895e-10   4.419278e-07   2.870835e-03   49        46        1         0         
  46    8.315324e-11   4.957195e-07   1.814231e-03   51        47        2         0         
  47    4.012738e-11   8.645022e-08   1.322482e-03   52        48        1         0         
  48    3.596949e-11   5.760758e-08   2.439830e-04   53        49        1         0         
  49    3.518749e-11   5.118874e-08   1.478701e-04   54        50        1         0         
  50    3.480268e-11   2.822338e-08   3.230784e-05   55        51        1         0         
  51    3.454584e-11   2.014854e-08   4.243963e-05   56        52        1         0         
  52    3.430967e-11   2.696996e-08   5.422405e-05   57        53        1         0         
  53    3.401140e-11   3.829572e-08   5.206496e-05   58        54        1         0         
  54    3.315470e-11   6.068825e-08   1.295806e-04   59        55        1         0         
  55    3.172261e-11   7.553455e-08   2.090525e-04   60        56        1         0         
  56    2.975057e-11   7.117390e-08   2.943881e-04   61        57        1         0         
  57    2.955220e-11   1.668021e-07   3.635605e-04   62        58        1         0         
  58    2.789017e-11   3.232192e-08   7.860836e-05   63        59        1         0         
  59    2.756001e-11   2.482066e-08   4.722009e-05   64        60        1         0         
  60    2.710126e-11   4.386108e-08   6.473094e-05   65        61        1         0         
  61    2.613335e-11   7.232711e-08   1.291779e-04   66        62        1         0         
  62    2.350649e-11   1.193645e-07   3.887425e-04   67        63        1         0         
  63    1.824203e-11   1.665259e-07   8.900523e-04   68        64        1         0         
  64    1.011326e-11   1.737149e-07   1.602187e-03   69        65        1         0         
  65    9.868041e-12   1.745683e-07   6.690452e-05   75        66        6         0         
  66    3.600022e-12   1.022413e-07   1.480937e-03   76        67        1         0         
  67    1.704823e-12   2.675909e-08   4.389617e-04   77        68        1         0         
  68    1.510673e-12   4.661956e-09   1.329610e-04   78        69        1         0         
  69    1.499880e-12   3.547954e-09   6.082412e-05   79        70        1         0         
  70    1.493426e-12   3.097186e-09   2.163862e-05   80        71        1         0         
  71    1.450679e-12   3.936465e-09   7.104463e-05   81        72        1         0         
  72    1.360057e-12   6.903139e-09   8.326093e-05   82        73        1         0         
  73    1.280476e-12   1.706989e-08   9.019084e-05   83        74        1         0         
  74    1.231817e-12   4.209729e-09   9.327922e-05   84        75        1         0         
  75    1.220354e-12   1.688023e-09   7.626725e-05   85        76        1         0         
  76    1.218309e-12   1.163320e-09   1.645658e-05   86        77        1         0         
  77    1.214474e-12   2.144413e-09   2.237145e-05   87        78        1         0         
  78    1.206085e-12   4.442769e-09   3.154029e-05   88        79        1         0         
  79    1.183010e-12   8.523054e-09   6.279279e-05   89        80        1         0         
  80    1.126741e-12   1.463350e-08   1.245180e-04   90        81        1         0         
  81    9.937378e-13   2.282602e-08   2.702880e-04   91        82        1         0         
  82    7.326838e-13   3.019873e-08   5.307548e-04   92        83        1         0         
  83    3.761362e-13   2.811540e-08   7.753032e-04   93        84        1         0         
  84    3.682441e-13   3.602666e-08   1.136557e-04   97        85        4         0         
  85    1.207332e-13   1.520968e-08   4.908315e-04   98        86        1         0         
  86    6.026205e-14   3.158453e-09   1.327296e-04   99        87        1         0         
  87    5.483667e-14   6.263156e-10   7.778904e-05   100       88        1         0         
  88    5.448312e-14   5.100539e-10   1.897844e-05   101       89        1         0         
  89    5.400803e-14   6.515487e-10   1.737647e-05   102       90        1         0         
  90    5.258412e-14   1.434249e-09   2.857998e-05   103       91        1         0         
  91    4.927649e-14   2.180792e-09   3.880149e-05   104       92        1         0         
  92    4.269216e-14   3.663387e-09   3.740169e-05   105       93        1         0         
  93    3.413051e-14   2.856193e-09   4.645244e-05   106       94        1         0         
  94    2.878189e-14   2.660836e-09   8.696356e-05   107       95        1         0         
  95    2.736874e-14   4.936226e-10   4.936806e-05   108       96        1         0         
  96    2.723434e-14   9.441667e-11   1.037667e-05   109       97        1         0         
Optimization Terminated with Status: Converged
The process took 1073.99 seconds to run.
