Starting optimization with 20...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     1.434277e-03   8.753880e-03   
  1     1.359081e-03   8.426705e-03   8.753880e-03   2         2         1         0         
  2     3.052633e-04   1.299899e-03   2.338578e-01   3         3         1         0         
  3     2.555101e-04   9.361393e-04   5.050264e-02   4         4         1         0         
  4     1.992059e-04   7.940488e-04   9.474893e-02   5         5         1         0         
  5     1.585582e-04   5.925278e-04   1.054315e-01   6         6         1         0         
  6     1.307707e-04   6.090666e-04   1.495091e-01   7         7         1         0         
  7     1.145322e-04   3.334259e-04   8.274909e-02   8         8         1         0         
  8     1.055221e-04   3.041055e-04   4.405633e-02   9         9         1         0         
  9     8.565863e-05   3.172269e-04   1.606929e-01   10        10        1         0         
  10    8.085573e-05   3.273093e-04   7.824970e-02   12        11        2         0         
  11    7.634324e-05   1.463905e-04   4.964014e-02   13        12        1         0         
  12    7.406549e-05   1.191411e-04   3.264713e-02   14        13        1         0         
  13    7.102593e-05   1.966541e-04   5.147514e-02   15        14        1         0         
  14    6.383989e-05   3.409097e-04   1.373556e-01   16        15        1         0         
  15    5.131820e-05   4.447930e-04   2.725679e-01   17        16        1         0         
  16    3.763755e-05   3.292557e-04   3.420361e-01   18        17        1         0         
  17    3.306703e-05   1.464573e-04   1.455411e-01   19        18        1         0         
  18    3.191333e-05   2.655031e-05   1.771171e-02   20        19        1         0         
  19    3.179075e-05   3.096325e-05   2.114807e-02   21        20        1         0         
  20    3.157144e-05   4.404684e-05   2.385146e-02   22        21        1         0         
  21    3.082138e-05   7.678574e-05   6.038144e-02   23        22        1         0         
