Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     1.444450e-03   6.729356e-03   
  1     1.399576e-03   6.607637e-03   6.729356e-03   2         2         1         0         
  2     8.344702e-05   9.290684e-04   3.737319e-01   3         3         1         0         
  3     5.201949e-05   7.686530e-04   6.826695e-02   4         4         1         0         
  4     3.616136e-05   4.447676e-04   4.422934e-02   5         5         1         0         
  5     2.541315e-05   3.567158e-04   4.027333e-02   6         6         1         0         
  6     1.372883e-05   2.129155e-04   7.245017e-02   7         7         1         0         
  7     1.194716e-05   5.213463e-04   5.304863e-02   8         8         1         0         
  8     8.020442e-06   1.773141e-04   1.708786e-02   9         9         1         0         
  9     6.445467e-06   1.119917e-04   1.788217e-02   10        10        1         0         
  10    5.316084e-06   1.103127e-04   2.377777e-02   11        11        1         0         
  11    3.688274e-06   9.758443e-05   3.272050e-02   12        12        1         0         
  12    2.089496e-06   6.900202e-05   6.077968e-02   13        13        1         0         
  13    1.500694e-06   7.188197e-05   3.211682e-02   14        14        1         0         
  14    1.069693e-06   3.760139e-05   1.158253e-02   15        15        1         0         
  15    7.595124e-07   3.281976e-05   1.718164e-02   16        16        1         0         
  16    5.624388e-07   2.229942e-05   1.742127e-02   17        17        1         0         
  17    3.822488e-07   2.090454e-05   2.206989e-02   18        18        1         0         
  18    2.158507e-07   4.176469e-05   3.225545e-02   19        19        1         0         
  19    9.763004e-08   2.229828e-05   1.320019e-02   20        20        1         0         
  20    6.022426e-08   5.979026e-06   5.780980e-03   21        21        1         0         
  21    5.559480e-08   3.521350e-06   2.090606e-03   22        22        1         0         
  22    5.231523e-08   3.626266e-06   1.323384e-03   23        23        1         0         
  23    4.339009e-08   4.940166e-06   4.982915e-03   24        24        1         0         
  24    3.494824e-08   5.359585e-06   5.543671e-03   25        25        1         0         
  25    2.487488e-08   8.740433e-06   1.447201e-02   26        26        1         0         
  26    1.462312e-08   3.792695e-06   5.474978e-03   27        27        1         0         
  27    9.611240e-09   3.493075e-06   2.927608e-03   28        28        1         0         
  28    4.821196e-09   2.705502e-06   5.513954e-03   29        29        1         0         
  29    3.426050e-09   4.952968e-06   4.897487e-03   30        30        1         0         
  30    1.535084e-09   1.820104e-06   8.674550e-04   31        31        1         0         
  31    7.012989e-10   1.157885e-06   1.136384e-03   32        32        1         0         
  32    2.215252e-10   8.844007e-07   1.299304e-03   33        33        1         0         
  33    1.027733e-10   3.256241e-07   6.811243e-04   34        34        1         0         
  34    9.043754e-11   1.272595e-07   1.028742e-04   35        35        1         0         
  35    8.867803e-11   5.809057e-08   2.694298e-05   36        36        1         0         
  36    8.762788e-11   5.901332e-08   2.534189e-05   37        37        1         0         
  37    8.543426e-11   9.706383e-08   6.564246e-05   38        38        1         0         
  38    8.099731e-11   1.461867e-07   1.594622e-04   39        39        1         0         
  39    7.539147e-11   1.385672e-07   2.441590e-04   40        40        1         0         
  40    7.389427e-11   1.711767e-07   1.323377e-04   42        41        2         0         
  41    7.113240e-11   6.513086e-08   1.052822e-04   43        42        1         0         
  42    7.008982e-11   4.529594e-08   4.568121e-05   44        43        1         0         
  43    6.899954e-11   7.603242e-08   6.426666e-05   45        44        1         0         
  44    6.637002e-11   1.363465e-07   1.852716e-04   46        45        1         0         
  45    6.094124e-11   2.044438e-07   4.412713e-04   47        46        1         0         
  46    5.235818e-11   2.264611e-07   8.067650e-04   48        47        1         0         
  47    5.083806e-11   3.238450e-07   9.832827e-04   49        48        1         0         
  48    4.195241e-11   8.487303e-08   2.153426e-04   50        49        1         0         
  49    4.068125e-11   2.302157e-08   7.468178e-05   51        50        1         0         
  50    4.015646e-11   4.058389e-08   3.719876e-05   52        51        1         0         
  51    3.965579e-11   6.386483e-08   4.743967e-05   53        52        1         0         
  52    3.787992e-11   1.169459e-07   1.997635e-04   54        53        1         0         
  53    3.454578e-11   1.691575e-07   4.309363e-04   55        54        1         0         
  54    2.884336e-11   1.902362e-07   8.460720e-04   56        55        1         0         
  55    2.246387e-11   1.306045e-07   1.014797e-03   57        56        1         0         
  56    1.879488e-11   3.614577e-08   5.923279e-04   58        57        1         0         
  57    1.792085e-11   4.481357e-08   1.037157e-04   59        58        1         0         
  58    1.733051e-11   7.317688e-08   6.874890e-05   60        59        1         0         
  59    1.607268e-11   1.073638e-07   1.350488e-04   61        60        1         0         
  60    1.324946e-11   1.450732e-07   3.613297e-04   62        61        1         0         
  61    8.592405e-12   1.557680e-07   8.033316e-04   63        62        1         0         
