Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  31    7.837331e-08   9.737588e-06   1.808338e-02   33        32        1         0         
  32    5.718385e-08   1.367455e-05   3.946046e-02   34        33        1         0         
  33    3.997214e-08   1.830693e-05   7.149911e-02   35        34        1         0         
  34    1.414290e-08   9.128761e-06   1.306063e-02   36        35        1         0         
  35    3.536443e-09   2.889460e-06   8.369487e-03   37        36        1         0         
  36    2.291419e-09   1.284991e-06   2.915385e-03   38        37        1         0         
  37    1.858031e-09   1.239352e-06   1.186895e-03   39        38        1         0         
  38    1.146960e-09   1.483562e-06   2.123537e-03   40        39        1         0         
  39    6.732116e-10   9.261594e-07   1.567661e-03   41        40        1         0         
  40    6.260592e-10   1.354020e-06   7.600175e-04   42        41        1         0         
  41    5.384178e-10   3.157248e-07   2.411284e-04   43        42        1         0         
  42    5.251217e-10   2.686175e-07   1.125527e-04   44        43        1         0         
  43    4.851722e-10   4.231983e-07   3.137905e-04   45        44        1         0         
  44    4.223530e-10   6.042224e-07   5.381342e-04   46        45        1         0         
  45    3.415579e-10   5.381159e-07   9.081383e-04   47        46        1         0         
  46    3.002295e-10   2.122580e-07   7.221997e-04   48        47        1         0         
  47    2.942610e-10   7.404601e-08   1.700762e-04   49        48        1         0         
  48    2.926417e-10   1.018125e-07   5.193821e-05   50        49        1         0         
  49    2.869583e-10   2.045771e-07   2.081642e-04   51        50        1         0         
  50    2.773325e-10   3.086312e-07   4.014643e-04   52        51        1         0         
  51    2.594951e-10   3.765480e-07   8.509321e-04   53        52        1         0         
  52    2.410990e-10   3.038071e-07   1.124524e-03   54        53        1         0         
  53    2.333209e-10   1.841258e-07   6.541853e-04   55        54        1         0         
  54    2.301091e-10   3.770829e-08   1.387708e-04   56        55        1         0         
  55    2.296504e-10   3.194573e-08   9.867696e-05   57        56        1         0         
  56    2.293382e-10   3.671226e-08   3.774332e-05   58        57        1         0         
  57    2.284307e-10   6.611862e-08   7.219192e-05   59        58        1         0         
  58    2.263015e-10   1.203676e-07   1.582198e-04   60        59        1         0         
  59    2.207135e-10   2.124385e-07   4.466901e-04   61        60        1         0         
  60    2.070028e-10   3.490138e-07   1.192262e-03   62        61        1         0         
  61    1.757798e-10   5.210847e-07   2.932680e-03   63        62        1         0         
  62    1.183281e-10   6.422462e-07   5.882260e-03   64        63        1         0         
  63    4.973913e-11   5.375833e-07   7.823571e-03   65        64        1         0         
  64    1.163746e-11   2.476733e-07   4.664264e-03   66        65        1         0         
  65    3.634084e-12   4.063898e-08   3.032186e-04   67        66        1         0         
  66    3.107608e-12   4.659226e-09   6.717809e-04   68        67        1         0         
  67    3.089288e-12   4.178256e-09   1.409629e-04   69        68        1         0         
  68    3.033951e-12   7.500607e-09   7.532744e-05   70        69        1         0         
  69    2.716851e-12   2.471756e-08   2.893129e-04   71        70        1         0         
  70    2.072620e-12   4.113776e-08   4.012185e-04   72        71        1         0         
  71    1.022017e-12   4.050060e-08   5.646895e-04   73        72        1         0         
  72    8.400390e-13   5.564306e-08   3.445126e-04   75        73        2         0         
  73    1.573849e-13   1.871159e-08   5.132836e-04   76        74        1         0         
  74    4.866643e-14   4.932399e-09   3.127225e-04   77        75        1         0         
  75    4.076797e-14   6.150866e-10   9.331703e-05   78        76        1         0         
  76    4.066276e-14   9.836258e-11   6.693707e-06   79        77        1         0         
Optimization Terminated with Status: Converged
The process took 841.444 seconds to run.
