Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  50    8.145562e-11   2.432019e-07   1.075176e-03   57        51        1         0         
  51    6.691405e-11   2.515386e-07   1.613492e-03   58        52        1         0         
  52    5.783046e-11   1.183765e-07   8.458805e-04   59        53        1         0         
  53    5.520022e-11   3.508673e-08   2.036322e-04   60        54        1         0         
  54    5.469932e-11   2.746878e-08   1.523658e-04   61        55        1         0         
  55    5.430910e-11   3.575269e-08   5.131207e-05   62        56        1         0         
  56    5.194553e-11   8.281234e-08   1.919710e-04   63        57        1         0         
  57    4.764838e-11   1.361435e-07   3.322369e-04   64        58        1         0         
  58    3.848127e-11   1.888186e-07   9.159048e-04   65        59        1         0         
  59    2.730349e-11   1.919357e-07   1.552282e-03   66        60        1         0         
  60    2.632937e-11   3.674477e-07   1.744599e-03   67        61        1         0         
  61    1.905276e-11   6.421610e-08   2.364022e-04   68        62        1         0         
  62    1.831487e-11   2.199283e-08   1.408211e-04   69        63        1         0         
  63    1.816670e-11   1.540131e-08   7.023428e-05   70        64        1         0         
  64    1.803545e-11   2.026758e-08   3.684334e-05   71        65        1         0         
  65    1.741061e-11   5.131730e-08   1.422997e-04   72        66        1         0         
  66    1.625953e-11   8.879804e-08   2.290162e-04   73        67        1         0         
  67    1.357480e-11   1.354829e-07   5.173757e-04   74        68        1         0         
  68    9.627244e-12   1.487398e-07   7.902369e-04   75        69        1         0         
  69    6.004970e-12   8.844180e-08   7.630265e-04   76        70        1         0         
  70    5.234270e-12   3.926774e-08   2.375654e-04   77        71        1         0         
  71    4.938616e-12   6.050561e-09   1.056585e-04   78        72        1         0         
  72    4.920105e-12   3.345704e-09   5.092932e-05   79        73        1         0         
  73    4.913787e-12   4.164959e-09   1.348348e-05   80        74        1         0         
  74    4.868407e-12   9.559894e-09   6.232955e-05   81        75        1         0         
  75    4.782408e-12   1.630153e-08   7.795104e-05   82        76        1         0         
  76    4.565927e-12   2.580469e-08   1.590111e-04   83        77        1         0         
  77    4.190869e-12   3.331750e-08   2.799311e-04   84        78        1         0         
  78    3.902955e-12   4.327323e-08   4.386640e-04   85        79        1         0         
  79    3.573164e-12   1.702323e-08   1.970083e-04   86        80        1         0         
  80    3.476188e-12   5.949488e-09   1.358200e-04   87        81        1         0         
  81    3.464631e-12   2.237978e-09   4.454210e-05   88        82        1         0         
  82    3.461275e-12   2.584230e-09   9.563411e-06   89        83        1         0         
  83    3.448070e-12   6.367563e-09   2.568299e-05   90        84        1         0         
  84    3.421149e-12   1.195998e-08   3.766062e-05   91        85        1         0         
  85    3.345020e-12   2.193752e-08   9.167842e-05   92        86        1         0         
  86    3.162387e-12   3.632773e-08   2.129490e-04   93        87        1         0         
  87    2.737422e-12   5.508909e-08   5.084778e-04   94        88        1         0         
  88    1.937611e-12   6.969784e-08   1.017432e-03   95        89        1         0         
  89    9.290408e-13   6.160624e-08   1.411938e-03   96        90        1         0         
  90    3.096622e-13   2.867386e-08   9.236474e-04   97        91        1         0         
  91    1.724987e-13   4.965639e-09   1.302499e-04   98        92        1         0         
  92    1.630915e-13   3.485860e-10   1.276976e-04   99        93        1         0         
  93    1.628290e-13   3.706601e-10   2.874411e-05   100       94        1         0         
  94    1.582722e-13   3.543371e-10   1.437900e-05   101       95        1         0         
  95    1.420023e-13   1.452384e-08   1.083427e-04   104       96        3         0         
  96    8.976369e-14   1.176795e-09   3.050706e-04   105       97        1         0         
  97    8.953860e-14   2.042736e-10   2.244853e-05   106       98        1         0         
  98    8.952719e-14   1.437218e-10   3.538088e-06   107       99        1         0         
  99    8.950914e-14   1.478920e-10   2.152818e-06   108       100       1         0         
  100   8.941706e-14   3.516597e-10   6.994288e-06   109       101       1         0         
  101   8.922603e-14   6.879200e-10   9.286202e-06   110       102       1         0         
  102   8.868091e-14   1.302375e-09   1.863021e-05   111       103       1         0         
  103   8.732090e-14   2.248510e-09   3.621301e-05   112       104       1         0         
  104   8.383875e-14   3.716023e-09   8.083865e-05   113       105       1         0         
  105   7.556486e-14   5.729233e-09   1.817875e-04   114       106       1         0         
  106   5.831283e-14   7.782637e-09   3.792776e-04   115       107       1         0         
  107   3.198070e-14   8.064673e-09   6.062977e-04   116       108       1         0         
  108   9.495997e-15   5.428080e-09   5.464971e-04   117       109       1         0         
  109   2.056033e-15   1.565206e-09   1.543934e-04   118       110       1         0         
  110   1.086990e-15   1.303306e-10   7.658780e-05   119       111       1         0         
  111   1.048810e-15   2.371984e-11   3.380085e-05   120       112       1         0         
Optimization Terminated with Status: Converged
The process took 330.916 seconds to run.
