Starting optimization with 80...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     1.457527e-03   6.437179e-03   
  1     1.416418e-03   6.335448e-03   6.437179e-03   2         2         1         0         
  2     4.190544e-05   7.310857e-04   4.053204e-01   3         3         1         0         
  3     1.552845e-05   2.789648e-04   5.820851e-02   4         4         1         0         
  4     8.787126e-06   2.309489e-04   3.740958e-02   5         5         1         0         
  5     5.470274e-06   3.108093e-04   5.207735e-02   6         6         1         0         
  6     2.904154e-06   1.046485e-04   1.648669e-02   7         7         1         0         
  7     2.232412e-06   8.522994e-05   9.527737e-03   8         8         1         0         
  8     1.416909e-06   7.778697e-05   1.724286e-02   9         9         1         0         
  9     6.663204e-07   6.927158e-05   2.566133e-02   10        10        1         0         
  10    5.696013e-07   9.249305e-05   1.420656e-02   12        11        2         0         
  11    3.820570e-07   3.037505e-05   3.589541e-03   13        12        1         0         
  12    3.187810e-07   2.821974e-05   3.142404e-03   14        13        1         0         
  13    2.101474e-07   3.044002e-05   8.162736e-03   15        14        1         0         
  14    1.109445e-07   1.972626e-05   9.987105e-03   16        15        1         0         
  15    4.812990e-08   9.865141e-06   1.001744e-02   17        16        1         0         
  16    2.714846e-08   6.896928e-06   5.914584e-03   18        17        1         0         
  17    2.062660e-08   5.248417e-06   2.451879e-03   19        18        1         0         
  18    1.722007e-08   4.568736e-06   1.615445e-03   20        19        1         0         
  19    1.341351e-08   4.740980e-06   1.809564e-03   21        20        1         0         
  20    6.464276e-09   6.154769e-06   4.614596e-03   22        21        1         0         
  21    3.087180e-09   3.901538e-06   3.810408e-03   23        22        1         0         
  22    2.514925e-09   1.966480e-06   9.375605e-04   25        23        2         0         
  23    2.307881e-09   5.252231e-07   3.890953e-04   26        24        1         0         
  24    2.279753e-09   3.878498e-07   1.530980e-04   27        25        1         0         
  25    2.242980e-09   5.462814e-07   1.594018e-04   28        26        1         0         
  26    2.150184e-09   1.044551e-06   4.194229e-04   29        27        1         0         
  27    1.972971e-09   1.630504e-06   8.848869e-04   30        28        1         0         
  28    1.623422e-09   2.088070e-06   1.937061e-03   31        29        1         0         
  29    1.141663e-09   1.917788e-06   2.956097e-03   32        30        1         0         
  30    1.015923e-09   1.956539e-06   2.755449e-03   34        31        2         0         
  31    6.193553e-10   6.492387e-07   1.059188e-03   35        32        1         0         
  32    4.964755e-10   3.910385e-07   3.881756e-04   36        33        1         0         
  33    4.357523e-10   6.412067e-07   3.840217e-04   37        34        1         0         
  34    3.786247e-10   6.077109e-07   5.219161e-04   38        35        1         0         
  35    3.527112e-10   6.448656e-07   5.191149e-04   40        36        2         0         
  36    3.166727e-10   2.095722e-07   3.769369e-04   41        37        1         0         
  37    3.040532e-10   2.111460e-07   2.041636e-04   42        38        1         0         
  38    2.926870e-10   3.513530e-07   1.976993e-04   43        39        1         0         
  39    2.730126e-10   4.705596e-07   3.326105e-04   44        40        1         0         
  40    2.437528e-10   4.180086e-07   5.256648e-04   45        41        1         0         
  41    2.144593e-10   2.324036e-07   5.963908e-04   46        42        1         0         
  42    1.939328e-10   1.985645e-07   4.928180e-04   47        43        1         0         
  43    1.806167e-10   3.498144e-07   3.270435e-04   48        44        1         0         
  44    1.526987e-10   5.354022e-07   7.902328e-04   49        45        1         0         
  45    1.204485e-10   5.246755e-07   1.082183e-03   50        46        1         0         
  46    7.742630e-11   3.810657e-07   1.692347e-03   51        47        1         0         
  47    5.425946e-11   1.973965e-07   1.482868e-03   52        48        1         0         
  48    4.296959e-11   1.588109e-07   3.199477e-04   53        49        1         0         
  49    3.545994e-11   1.850149e-07   2.581634e-04   54        50        1         0         
  50    3.019637e-11   2.278287e-07   3.862778e-04   55        51        1         0         
  51    2.534745e-11   1.034820e-07   3.153673e-04   56        52        1         0         
  52    2.389600e-11   5.083320e-08   1.595465e-04   57        53        1         0         
  53    2.313149e-11   3.468495e-08   1.442519e-04   58        54        1         0         
  54    2.246860e-11   5.350465e-08   9.230897e-05   59        55        1         0         
  55    2.122935e-11   8.546652e-08   1.308582e-04   60        56        1         0         
  56    1.970814e-11   9.540688e-08   1.297264e-04   61        57        1         0         
  57    1.713571e-11   8.876887e-08   3.209829e-04   62        58        1         0         
  58    1.656898e-11   7.610539e-08   7.632684e-05   65        59        3         0         
  59    1.588551e-11   2.972214e-08   1.112699e-04   66        60        1         0         
  60    1.573144e-11   1.016641e-08   7.793449e-05   67        61        1         0         
  61    1.570324e-11   1.208917e-08   9.996257e-06   68        62        1         0         
  62    1.542307e-11   3.389045e-08   7.182185e-05   69        63        1         0         
  63    1.491518e-11   6.028636e-08   1.094357e-04   70        64        1         0         
  64    1.355344e-11   1.021002e-07   2.943021e-04   71        65        1         0         
  65    1.101326e-11   1.383950e-07   5.957521e-04   72        66        1         0         
  66    7.475815e-12   1.337487e-07   9.445591e-04   73        67        1         0         
  67    5.948001e-12   1.457589e-07   6.566277e-04   75        68        2         0         
  68    2.573052e-12   5.634618e-08   7.894190e-04   76        69        1         0         
  69    1.407399e-12   1.563765e-08   2.586446e-04   77        70        1         0         
  70    1.105239e-12   3.067350e-08   1.076565e-04   78        71        1         0         
  71    8.551362e-13   2.916513e-08   1.071221e-04   79        72        1         0         
  72    8.198080e-13   2.862721e-08   4.330922e-05   83        73        4         0         
  73    6.670341e-13   1.081324e-08   1.105235e-04   84        74        1         0         
  74    6.459944e-13   1.911698e-09   4.922351e-05   85        75        1         0         
  75    6.444907e-13   8.773185e-10   1.298534e-05   86        76        1         0         
  76    6.440409e-13   9.600390e-10   2.502449e-06   87        77        1         0         
  77    6.408138e-13   1.676926e-09   1.250109e-05   88        78        1         0         
  78    6.331510e-13   3.545450e-09   2.079718e-05   89        79        1         0         
  79    6.135778e-13   5.460186e-09   4.766355e-05   90        80        1         0         
  80    5.597010e-13   9.548195e-09   1.297301e-04   91        81        1         0         
  81    4.612714e-13   1.275098e-08   2.608888e-04   92        82        1         0         
  82    3.449152e-13   1.453672e-08   3.831680e-04   93        83        1         0         
  83    2.632627e-13   6.361947e-09   2.058237e-04   94        84        1         0         
  84    2.379239e-13   1.564037e-09   4.903854e-05   95        85        1         0         
  85    2.356228e-13   1.516276e-09   2.876138e-05   96        86        1         0         
  86    2.337271e-13   1.432688e-09   2.236923e-05   97        87        1         0         
  87    2.280074e-13   2.368841e-09   3.022704e-05   98        88        1         0         
  88    2.102219e-13   4.138504e-09   4.735385e-05   99        89        1         0         
  89    1.744182e-13   5.172026e-09   6.508092e-05   100       90        1         0         
  90    1.122598e-13   1.057457e-08   1.785293e-04   101       91        1         0         
  91    5.009483e-14   4.680961e-09   2.692414e-04   102       92        1         0         
  92    1.877540e-14   2.410736e-09   2.450305e-04   103       93        1         0         
  93    1.619819e-14   3.361957e-09   4.505274e-05   104       94        1         0         
  94    1.548237e-14   1.942525e-10   7.188918e-06   105       95        1         0         
  95    1.547441e-14   5.956599e-11   2.937943e-06   106       96        1         0         
Optimization Terminated with Status: Converged
The process took 293.601 seconds to run.
