Starting optimization with 100...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     1.459354e-03   6.158633e-03   
  1     1.421694e-03   6.071527e-03   6.158633e-03   2         2         1         0         
  2     2.344244e-05   6.359502e-04   4.314686e-01   3         3         1         0         
  3     4.374717e-06   1.812565e-04   5.264122e-02   4         4         1         0         
  4     2.956427e-06   2.068495e-04   2.152440e-02   5         5         1         0         
  5     1.872204e-06   9.768804e-05   9.065200e-03   6         6         1         0         
  6     1.147272e-06   6.240039e-05   1.324935e-02   7         7         1         0         
  7     8.470021e-07   4.217876e-05   1.022288e-02   8         8         1         0         
  8     6.600490e-07   5.346020e-05   1.096329e-02   9         9         1         0         
  9     5.686991e-07   4.381898e-05   1.150350e-02   10        10        1         0         
  10    5.129027e-07   1.773942e-05   2.880531e-03   11        11        1         0         
  11    4.900580e-07   1.504257e-05   2.215109e-03   12        12        1         0         
  12    4.578844e-07   1.746559e-05   3.837295e-03   13        13        1         0         
  13    3.962013e-07   1.980913e-05   9.198539e-03   14        14        1         0         
  14    3.115404e-07   1.960569e-05   1.441785e-02   15        15        1         0         
  15    2.480907e-07   3.321721e-05   3.734008e-02   16        16        1         0         
  16    1.575810e-07   2.194878e-05   9.104801e-03   17        17        1         0         
  17    1.214793e-07   7.190846e-06   4.150432e-03   18        18        1         0         
  18    1.094292e-07   6.480954e-06   4.078251e-03   19        19        1         0         
  19    8.809944e-08   5.997051e-06   8.796160e-03   20        20        1         0         
  20    8.401411e-08   1.725607e-05   7.194319e-03   22        21        2         0         
  21    6.698073e-08   4.860925e-06   5.288581e-03   23        22        1         0         
  22    6.353840e-08   3.241331e-06   1.414879e-03   24        23        1         0         
  23    5.892062e-08   3.839174e-06   2.821765e-03   25        24        1         0         
  24    4.976919e-08   8.387009e-06   6.966933e-03   26        25        1         0         
  25    3.675456e-08   6.984841e-06   9.061333e-03   27        26        1         0         
