Starting optimization with 80...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  79    6.959053e-13   1.802083e-08   3.423665e-04   85        80        1         0         
  80    5.967710e-13   1.188265e-08   2.147055e-04   86        81        1         0         
  81    5.581082e-13   4.331397e-09   8.380393e-05   87        82        1         0         
  82    5.470268e-13   8.824047e-10   8.910022e-05   88        83        1         0         
  83    5.461443e-13   8.748754e-10   3.437307e-06   89        84        1         0         
  84    5.036022e-13   1.317886e-08   1.462207e-04   90        85        1         0         
  85    4.444153e-13   2.391159e-08   1.862937e-04   91        86        1         0         
  86    3.058641e-13   3.659841e-08   4.376860e-04   92        87        1         0         
  87    1.482576e-13   3.485969e-08   5.272160e-04   93        88        1         0         
  88    6.126546e-14   1.244071e-08   3.478982e-04   94        89        1         0         
  89    3.119199e-14   2.847875e-09   1.100701e-04   95        90        1         0         
  90    2.852600e-14   6.044560e-10   6.913568e-05   96        91        1         0         
  91    2.846571e-14   2.086702e-10   1.142114e-05   97        92        1         0         
  92    2.845125e-14   2.455303e-10   3.239029e-06   98        93        1         0         
  93    2.841515e-14   5.065083e-10   5.140063e-06   99        94        1         0         
  94    2.832808e-14   9.821565e-10   7.548620e-06   100       95        1         0         
  95    2.809799e-14   1.788709e-09   1.216865e-05   101       96        1         0         
  96    2.751895e-14   3.035562e-09   1.871971e-05   102       97        1         0         
  97    2.611263e-14   4.816725e-09   2.863735e-05   103       98        1         0         
  98    2.309540e-14   6.792292e-09   4.343740e-05   104       99        1         0         
  99    1.815845e-14   7.525590e-09   6.668398e-05   105       100       1         0         
  100   1.342152e-14   5.184361e-09   8.588219e-05   106       101       1         0         
  101   1.150677e-14   1.658997e-09   6.422999e-05   107       102       1         0         
  102   1.124850e-14   1.536816e-10   2.244410e-05   108       103       1         0         
  103   1.123779e-14   4.321588e-11   4.516331e-06   109       104       1         0         
Optimization Terminated with Status: Converged
The process took 59.9289 seconds to run.
