Starting optimization with 100...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  
  0     1.458381e-03   6.158177e-03   
  1     1.420726e-03   6.071025e-03   6.158177e-03   2         2         1         0         
  2     2.341754e-05   6.346888e-04   4.311356e-01   3         3         1         0         
  3     4.236853e-06   1.659540e-04   5.253538e-02   4         4         1         0         
  4     2.566973e-06   1.627905e-04   2.010465e-02   5         5         1         0         
  5     1.498226e-06   8.787195e-05   1.437878e-02   6         6         1         0         
  6     9.122141e-07   4.941922e-05   1.283080e-02   7         7         1         0         
  7     6.283518e-07   2.831866e-05   1.055650e-02   8         8         1         0         
  8     4.881172e-07   3.680093e-05   1.069628e-02   9         9         1         0         
  9     4.821701e-07   5.742619e-05   1.137704e-02   10        10        1         0         
  10    4.023600e-07   1.521842e-05   4.170262e-03   11        11        1         0         
  11    3.866200e-07   1.300308e-05   1.399311e-03   12        12        1         0         
  12    3.495796e-07   1.725133e-05   4.898879e-03   13        13        1         0         
  13    3.052061e-07   1.836982e-05   7.428060e-03   14        14        1         0         
  14    2.215055e-07   1.858464e-05   1.599585e-02   15        15        1         0         
  15    2.159204e-07   4.208204e-05   1.710199e-02   17        16        2         0         
  16    1.331080e-07   1.146116e-05   9.172459e-03   18        17        1         0         
  17    1.132461e-07   8.546881e-06   4.033588e-03   19        18        1         0         
  18    8.504315e-08   9.719408e-06   8.805472e-03   20        19        1         0         
  19    5.685344e-08   7.068378e-06   1.177214e-02   21        20        1         0         
  20    5.425565e-08   1.006727e-05   4.919239e-03   23        21        2         0         
  21    4.786814e-08   3.139831e-06   1.913080e-03   24        22        1         0         
  22    4.633232e-08   2.870806e-06   8.367232e-04   25        23        1         0         
  23    4.237565e-08   5.378363e-06   2.533357e-03   26        24        1         0         
  24    3.411963e-08   8.884358e-06   6.517080e-03   27        25        1         0         
  25    2.204963e-08   9.646781e-06   1.208930e-02   28        26        1         0         
  26    1.707711e-08   1.235352e-05   8.835482e-03   30        27        2         0         
  27    9.654294e-09   4.484432e-06   7.713522e-03   31        28        1         0         
  28    7.987975e-09   1.267517e-06   1.661843e-03   32        29        1         0         
  29    7.567499e-09   1.587507e-06   7.348492e-04   33        30        1         0         
  30    7.042840e-09   1.831467e-06   9.370687e-04   34        31        1         0         
  31    6.274015e-09   1.270347e-06   1.859140e-03   35        32        1         0         
  32    6.104970e-09   1.813380e-06   1.851737e-03   36        33        1         0         
  33    5.773684e-09   7.756491e-07   3.379771e-04   37        34        1         0         
  34    5.586474e-09   8.225675e-07   4.524041e-04   38        35        1         0         
  35    5.104193e-09   1.559976e-06   1.654908e-03   39        36        1         0         
  36    4.264061e-09   2.328882e-06   3.473007e-03   40        37        1         0         
  37    2.886585e-09   2.951711e-06   7.130764e-03   41        38        1         0         
  38    2.234328e-09   3.267159e-06   6.683802e-03   43        39        2         0         
  39    1.273759e-09   1.373923e-06   2.169686e-03   44        40        1         0         
  40    9.113574e-10   6.110675e-07   1.091545e-03   45        41        1         0         
  41    8.085109e-10   6.434701e-07   3.778160e-04   46        42        1         0         
  42    6.414445e-10   6.041422e-07   8.927876e-04   47        43        1         0         
  43    5.515265e-10   2.451540e-07   8.533241e-04   48        44        1         0         
  44    5.383980e-10   2.682250e-07   2.962897e-04   49        45        1         0         
  45    5.295986e-10   1.784058e-07   9.342564e-05   50        46        1         0         
  46    5.200128e-10   1.916473e-07   1.275899e-04   51        47        1         0         
  47    5.034397e-10   2.271710e-07   3.071278e-04   52        48        1         0         
  48    4.881706e-10   1.931033e-07   3.461312e-04   53        49        1         0         
  49    4.780329e-10   3.195915e-07   6.148023e-04   54        50        1         0         
  50    4.619455e-10   2.015924e-07   1.354097e-04   55        51        1         0         
  51    4.427938e-10   3.149215e-07   2.779171e-04   56        52        1         0         
  52    3.955717e-10   5.920757e-07   9.630454e-04   57        53        1         0         
  53    3.068430e-10   8.762328e-07   2.243842e-03   58        54        1         0         
  54    1.697217e-10   9.435424e-07   4.173486e-03   59        55        1         0         
  55    1.206143e-10   8.395167e-07   4.505178e-03   60        56        1         0         
  56    4.525486e-11   3.858484e-07   3.065339e-04   61        57        1         0         
  57    3.005570e-11   1.021353e-07   2.666897e-04   62        58        1         0         
  58    2.862522e-11   2.189972e-08   8.651024e-05   63        59        1         0         
  59    2.848115e-11   2.186384e-08   1.781989e-05   64        60        1         0         
  60    2.829782e-11   2.974456e-08   2.101013e-05   65        61        1         0         
  61    2.776257e-11   4.973107e-08   6.263135e-05   66        62        1         0         
  62    2.690266e-11   6.362587e-08   1.077715e-04   67        63        1         0         
  63    2.602078e-11   6.849466e-08   1.505638e-04   68        64        1         0         
  64    2.560688e-11   4.919459e-08   1.562095e-04   69        65        1         0         
  65    2.516257e-11   1.441594e-08   6.490970e-05   70        66        1         0         
  66    2.504129e-11   1.664999e-08   2.193739e-05   71        67        1         0         
  67    2.485883e-11   2.844611e-08   2.561931e-05   72        68        1         0         
  68    2.441890e-11   4.877870e-08   6.646952e-05   73        69        1         0         
  69    2.350745e-11   7.102848e-08   1.628152e-04   74        70        1         0         
  70    2.205964e-11   7.653692e-08   3.093803e-04   75        71        1         0         
  71    1.945223e-11   5.573807e-08   4.865653e-04   76        72        1         0         
  72    1.510603e-11   4.035581e-08   1.099955e-03   77        73        1         0         
  73    1.274034e-11   9.664296e-08   7.878974e-04   78        74        1         0         
  74    9.862860e-12   1.169007e-07   6.416467e-04   79        75        1         0         
  75    4.935152e-12   1.209478e-07   1.121702e-03   80        76        1         0         
  76    2.807284e-12   1.035631e-07   9.285140e-04   81        77        1         0         
  77    1.230569e-12   2.058344e-08   3.529416e-04   82        78        1         0         
  78    1.052315e-12   5.976011e-09   1.092267e-04   83        79        1         0         
  79    1.034204e-12   2.884995e-09   1.930507e-05   84        80        1         0         
  80    1.029397e-12   3.182421e-09   7.125389e-06   85        81        1         0         
  81    1.012383e-12   5.768969e-09   2.106260e-05   86        82        1         0         
  82    9.661883e-13   1.033580e-08   4.876246e-05   87        83        1         0         
  83    8.789817e-13   1.397192e-08   8.623367e-05   88        84        1         0         
  84    8.644280e-13   2.583537e-08   1.192165e-04   89        85        1         0         
  85    7.474045e-13   9.496343e-09   3.466041e-05   90        86        1         0         
  86    7.240227e-13   4.166895e-09   3.127096e-05   91        87        1         0         
  87    7.183702e-13   8.781748e-10   2.012240e-05   92        88        1         0         
  88    7.179474e-13   7.850823e-10   1.555591e-06   93        89        1         0         
