run.
Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   
  63    1.816670e-11   1.540131e-08   7.023428e-05   70        64        1         0         150385    
  64    1.803545e-11   2.026758e-08   3.684334e-05   71        65        1         0         152114    
  65    1.741061e-11   5.131730e-08   1.422997e-04   72        66        1         0         153795    
  66    1.625953e-11   8.879804e-08   2.290162e-04   73        67        1         0         155479    
  67    1.357480e-11   1.354829e-07   5.173757e-04   74        68        1         0         157127    
  68    9.627244e-12   1.487398e-07   7.902369e-04   75        69        1         0         158814    
  69    6.004970e-12   8.844180e-08   7.630265e-04   76        70        1         0         160522    
  70    5.234270e-12   3.926774e-08   2.375654e-04   77        71        1         0         162968    
  71    4.938616e-12   6.050561e-09   1.056585e-04   78        72        1         0         165381    
  72    4.920105e-12   3.345704e-09   5.092932e-05   79        73        1         0         167086    
  73    4.913787e-12   4.164959e-09   1.348348e-05   80        74        1         0         168854    
  74    4.868407e-12   9.559894e-09   6.232955e-05   81        75        1         0         170601    
  75    4.782408e-12   1.630153e-08   7.795104e-05   82        76        1         0         172348    
  76    4.565927e-12   2.580469e-08   1.590111e-04   83        77        1         0         174089    
  77    4.190869e-12   3.331750e-08   2.799311e-04   84        78        1         0         175815    
  78    3.902955e-12   4.327323e-08   4.386640e-04   85        79        1         0         177526    
  79    3.573164e-12   1.702323e-08   1.970083e-04   86        80        1         0         180026    
  80    3.476188e-12   5.949488e-09   1.358200e-04   87        81        1         0         181719    
  81    3.464631e-12   2.237978e-09   4.454210e-05   88        82        1         0         183478    
  82    3.461275e-12   2.584230e-09   9.563411e-06   89        83        1         0         185276    
  83    3.448070e-12   6.367563e-09   2.568299e-05   90        84        1         0         187050    
  84    3.421149e-12   1.195998e-08   3.766062e-05   91        85        1         0         188818    
  85    3.345020e-12   2.193752e-08   9.167842e-05   92        86        1         0         190574    
  86    3.162387e-12   3.632773e-08   2.129490e-04   93        87        1         0         192321    
  87    2.737422e-12   5.508909e-08   5.084778e-04   94        88        1         0         194050    
  88    1.937611e-12   6.969784e-08   1.017432e-03   95        89        1         0         195725    
  89    9.290408e-13   6.160624e-08   1.411938e-03   96        90        1         0         197430    
  90    3.096622e-13   2.867386e-08   9.236474e-04   97        91        1         0         199147    
  91    1.724987e-13   4.965639e-09   1.302499e-04   98        92        1         0         200888    
  92    1.630915e-13   3.485860e-10   1.276976e-04   99        93        1         0         202656    
Optimization Terminated with Status: Converged
The process took 306.854 seconds to run.
Total n_vmult for algorithm 202656
