run.
Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   
  65    3.634084e-12   4.063898e-08   3.032186e-04   67        66        1         0         196780    
  66    3.107608e-12   4.659226e-09   6.717809e-04   68        67        1         0         199168    
  67    3.089288e-12   4.178256e-09   1.409629e-04   69        68        1         0         201628    
  68    3.033951e-12   7.500607e-09   7.532744e-05   70        69        1         0         204097    
  69    2.716851e-12   2.471756e-08   2.893129e-04   71        70        1         0         206512    
  70    2.072620e-12   4.113776e-08   4.012185e-04   72        71        1         0         208945    
  71    1.022017e-12   4.050060e-08   5.646895e-04   73        72        1         0         211366    
  72    8.400390e-13   5.564306e-08   3.445126e-04   75        73        2         0         215314    
  73    1.573849e-13   1.871159e-08   5.132836e-04   76        74        1         0         217714    
  74    4.866643e-14   4.932399e-09   3.127225e-04   77        75        1         0         220156    
  75    4.076797e-14   6.150866e-10   9.331703e-05   78        76        1         0         222634    
Optimization Terminated with Status: Converged
The process took 876.011 seconds to run.
Total n_vmult for algorithm 222634
