Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult           dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  15    4.888333e-08   1.154119e-04   4.572022e-04   16        16        1         0         16613             68                15141             16                0                 
  16    3.607866e-08   7.980820e-05   2.010502e-04   17        17        1         0         17771             72                16212             17                0                 
  17    2.261513e-08   8.987662e-05   4.113230e-04   18        18        1         0         18978             76                17332             18                0                 
  18    1.901446e-08   9.579762e-05   3.615030e-04   19        19        1         0         20171             80                18438             19                0                 
  19    1.572762e-08   3.393244e-05   8.101696e-05   20        20        1         0         21315             84                19495             20                0                 
  20    1.452836e-08   2.817930e-05   5.940770e-05   21        21        1         0         22487             88                20580             21                0                 
  21    1.245587e-08   4.263248e-05   1.316952e-04   22        22        1         0         23694             92                21700             22                0                 
  22    8.679046e-09   5.826827e-05   2.792972e-04   23        23        1         0         24873             96                22792             23                0                 
  23    4.017508e-09   4.934414e-05   4.086822e-04   24        24        1         0         25864             99                23716             24                0                 
  24    3.713081e-09   6.400799e-05   1.174307e-04   27        25        3         0         27940             109               25585             25                0                 
  25    1.897674e-09   1.674402e-05   1.707806e-04   28        26        1         0         29161             113               26719             26                0                 
  26    1.607937e-09   9.407761e-06   3.437841e-05   29        27        1         0         30138             116               27629             27                0                 
  27    1.423739e-09   1.136496e-05   3.638036e-05   30        28        1         0         31129             119               28553             28                0                 
  28    1.246626e-09   8.218260e-06   4.747474e-05   31        29        1         0         32134             122               29491             29                0                 
  29    1.112608e-09   3.948154e-06   4.941375e-05   32        30        1         0         33397             126               30667             30                0                 
  30    9.799320e-10   7.985915e-06   7.333929e-05   33        31        1         0         34639             130               31822             31                0                 
  31    8.311328e-10   1.326124e-05   9.346891e-05   34        32        1         0         35881             134               32977             32                0                 
  32    5.648169e-10   1.713281e-05   1.928274e-04   35        33        1         0         37151             138               34160             33                0                 
  33    4.433590e-10   2.028329e-05   2.377998e-04   36        34        1         0         38407             142               35329             34                0                 
  34    2.682525e-10   6.374410e-06   2.504130e-05   37        35        1         0         39684             146               36519             35                0                 
  35    2.447498e-10   1.816519e-06   2.231102e-05   38        36        1         0         41003             150               37751             36                0                 
  36    2.415161e-10   1.222865e-06   5.114636e-06   39        37        1         0         42029             153               38710             37                0                 
  37    2.386162e-10   1.672748e-06   4.057848e-06   40        38        1         0         43090             156               39704             38                0                 
  38    2.294415e-10   3.262032e-06   1.406847e-05   41        39        1         0         44123             159               40670             39                0                 
  39    2.138413e-10   4.736495e-06   2.735476e-05   42        40        1         0         45170             162               41650             40                0                 
  40    1.901079e-10   4.827052e-06   4.720298e-05   43        41        1         0         46217             165               42630             41                0                 
  41    1.397929e-10   6.038572e-06   1.004207e-04   44        42        1         0         47285             168               43631             42                0                 
  42    7.176221e-11   5.318441e-06   2.082999e-04   45        43        1         0         48597             172               44856             43                0                 
  43    3.723464e-11   2.136433e-06   6.998506e-05   46        44        1         0         49951             176               46123             44                0                 
  44    2.971168e-11   9.736601e-07   1.649621e-05   47        45        1         0         51033             179               47138             45                0                 
  45    2.784022e-11   6.486224e-07   6.194108e-06   48        46        1         0         52157             182               48195             46                0                 
  46    2.586139e-11   8.011825e-07   6.196244e-06   49        47        1         0         53260             185               49231             47                0                 
  47    2.238471e-11   1.351409e-06   1.360813e-05   50        48        1         0         54384             188               50288             48                0                 
  48    1.701750e-11   1.923251e-06   2.623904e-05   51        49        1         0         55494             191               51331             49                0                 
  49    1.180827e-11   1.751374e-06   3.245847e-05   52        50        1         0         56897             195               52647             50                0                 
  50    9.257314e-12   8.214455e-07   1.460512e-05   53        51        1         0         57986             198               53669             51                0                 
  51    8.710758e-12   2.797596e-07   3.556804e-06   54        52        1         0         59131             201               54747             52                0                 
  52    8.585220e-12   2.360238e-07   2.287032e-06   55        53        1         0         60234             204               55783             53                0                 
  53    8.416742e-12   3.843867e-07   2.186508e-06   56        54        1         0         61372             207               56854             54                0                 
  54    8.034929e-12   7.265298e-07   3.885934e-06   57        55        1         0         62531             210               57946             55                0                 
  55    7.252592e-12   1.179089e-06   7.722692e-06   58        56        1         0         63669             213               59017             56                0                 
  56    5.646737e-12   1.648142e-06   1.724716e-05   59        57        1         0         64835             216               60116             57                0                 
  57    3.268221e-12   1.702784e-06   2.911402e-05   60        58        1         0         65994             219               61208             58                0                 
  58    2.761215e-12   1.420781e-06   3.346418e-05   61        59        1         0         67132             222               62279             59                0                 
  59    9.691784e-13   5.182260e-07   3.998069e-06   62        60        1         0         68277             225               63357             60                0                 
  60    8.058792e-13   1.559432e-07   2.828150e-06   63        61        1         0         69499             228               64512             61                0                 
  61    7.882547e-13   2.177040e-08   1.368963e-06   64        62        1         0         70686             231               65632             62                0                 
Optimization Terminated with Status: Converged
The process took 259.618 seconds to run.
Total n_vmult for algorithm 70686
