Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult           dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     3.700823e-03   8.035110e-02   
  1     2.480784e-03   1.042713e-01   8.035110e-02   2         2         1         0         1367              5                 1253              2                 0                 
  2     7.918340e-04   2.986955e-02   2.849870e-02   3         3         1         0         2203              9                 2002              3                 0                 
  3     4.068804e-04   2.027774e-02   1.749721e-02   4         4         1         0         3150              14                2842              4                 0                 
  4     5.519649e-05   1.011578e-02   3.271230e-02   5         5         1         0         4327              20                3892              5                 0                 
  5     1.842970e-05   4.560876e-03   1.161173e-02   6         6         1         0         5435              25                4893              6                 0                 
  6     1.167731e-05   2.839337e-03   3.172866e-03   7         7         1         0         6404              29                5775              7                 0                 
  7     9.025453e-06   1.969501e-03   1.511898e-03   8         8         1         0         7443              33                6727              8                 0                 
  8     4.703191e-06   1.600987e-03   4.331915e-03   9         9         1         0         8454              37                7651              9                 0                 
  9     1.902326e-06   1.207336e-03   4.526749e-03   10        10        1         0         9437              41                8547              10                0                 
  10    1.161416e-06   1.083192e-03   2.194149e-03   12        11        2         0         10760             48                9723              11                0                 
  11    6.626416e-07   4.449659e-04   1.271930e-03   13        12        1         0         11973             53                10829             12                0                 
  12    4.872460e-07   3.177188e-04   6.852556e-04   14        13        1         0         13033             57                11802             13                0                 
  13    3.337916e-07   3.799744e-04   9.855011e-04   15        14        1         0         14065             61                12747             14                0                 
  14    2.133542e-07   3.871908e-04   1.240768e-03   16        15        1         0         15146             65                13741             15                0                 
  15    1.364106e-07   1.761441e-04   4.768693e-04   17        16        1         0         16234             69                14742             16                0                 
  16    1.007588e-07   1.117858e-04   4.626041e-04   18        17        1         0         17301             73                15722             17                0                 
  17    8.101765e-08   1.141063e-04   3.082274e-04   19        18        1         0         18445             77                16779             18                0                 
  18    4.841313e-08   2.371065e-04   1.234632e-03   20        19        1         0         19547             81                17794             19                0                 
  19    2.425600e-08   1.148515e-04   4.836241e-04   21        20        1         0         20656             85                18816             20                0                 
  20    1.736783e-08   5.064874e-05   1.815479e-04   22        21        1         0         21793             89                19866             21                0                 
  21    1.400096e-08   3.246454e-05   1.146203e-04   23        22        1         0         22951             93                20937             22                0                 
  22    1.140522e-08   3.380689e-05   1.519462e-04   24        23        1         0         24137             97                22036             23                0                 
  23    7.932175e-09   4.911038e-05   2.731138e-04   25        24        1         0         25386             101               23198             24                0                 
  24    5.989872e-09   6.590548e-05   4.403593e-04   26        25        1         0         26530             105               24255             25                0                 
  25    3.572487e-09   2.310201e-05   8.019846e-05   27        26        1         0         27730             109               25368             26                0                 
  26    2.776760e-09   1.775378e-05   6.690217e-05   28        27        1         0         28749             112               26320             27                0                 
  27    2.141050e-09   1.717815e-05   1.012112e-04   29        28        1         0         29956             116               27440             28                0                 
  28    2.049304e-09   3.728606e-05   1.379402e-04   30        29        1         0         31149             120               28546             29                0                 
  29    1.520740e-09   9.546287e-06   3.176243e-05   31        30        1         0         32363             124               29673             30                0                 
  30    1.422060e-09   7.308751e-06   1.709608e-05   32        31        1         0         33361             127               30604             31                0                 
  31    1.239481e-09   8.367173e-06   4.888817e-05   33        32        1         0         34359             130               31535             32                0                 
  32    1.054969e-09   7.473876e-06   6.137648e-05   34        33        1         0         35371             133               32480             33                0                 
  33    8.443342e-10   6.704830e-06   9.774270e-05   35        34        1         0         36348             136               33390             34                0                 
  34    7.863728e-10   1.363298e-05   1.121259e-04   36        35        1         0         37346             139               34321             35                0                 
  35    6.617658e-10   4.123543e-06   1.999154e-05   37        36        1         0         38623             143               35511             36                0                 
  36    6.273591e-10   3.453798e-06   1.637274e-05   38        37        1         0         39642             146               36463             37                0                 
  37    5.707839e-10   3.844246e-06   4.213766e-05   39        38        1         0         40668             149               37422             38                0                 
  38    5.076510e-10   1.059639e-05   8.810641e-05   40        39        1         0         41931             153               38598             39                0                 
  39    4.065309e-10   5.790177e-06   6.010442e-05   41        40        1         0         43180             157               39760             40                0                 
  40    2.946642e-10   3.515412e-06   1.040144e-04   42        41        1         0         44464             161               40957             41                0                 
  41    2.610964e-10   2.370169e-06   5.095710e-05   43        42        1         0         45504             164               41930             42                0                 
  42    2.565187e-10   3.073440e-06   1.346354e-05   45        43        2         0         46822             169               43141             43                0                 
  43    2.506495e-10   1.409104e-06   5.085447e-06   46        44        1         0         48127             173               44359             44                0                 
  44    2.462374e-10   1.421942e-06   5.680887e-06   47        45        1         0         49488             177               45633             45                0                 
  45    2.335525e-10   3.002631e-06   1.964211e-05   48        46        1         0         50786             181               46844             46                0                 
  46    2.087532e-10   5.111977e-06   4.602673e-05   49        47        1         0         52126             185               48097             47                0                 
  47    1.659545e-10   6.430353e-06   9.515847e-05   50        48        1         0         53445             189               49329             48                0                 
  48    1.220807e-10   4.819459e-06   1.158661e-04   51        49        1         0         54471             192               50288             49                0                 
  49    1.018113e-10   1.878967e-06   6.779339e-05   52        50        1         0         55818             196               51548             50                0                 
  50    9.638644e-11   1.170445e-06   8.977693e-06   53        51        1         0         56907             199               52570             51                0                 
  51    9.381595e-11   1.580962e-06   8.031582e-06   54        52        1         0         58010             202               53606             52                0                 
  52    9.051544e-11   1.901763e-06   8.617936e-06   55        53        1         0         59120             205               54649             53                0                 
  53    8.107775e-11   2.485801e-06   2.953390e-05   56        54        1         0         60209             208               55671             54                0                 
  54    7.187135e-11   3.328903e-06   5.368058e-05   57        55        1         0         61298             211               56693             55                0                 
  55    6.205816e-11   1.677548e-06   4.113580e-05   58        56        1         0         62645             215               57953             56                0                 
  56    5.746740e-11   6.995102e-07   2.444522e-05   59        57        1         0         63727             218               58968             57                0                 
  57    5.581395e-11   7.421105e-07   1.049952e-05   60        58        1         0         64795             221               59969             58                0                 
  58    5.381353e-11   1.088583e-06   1.037236e-05   61        59        1         0         65884             224               60991             59                0                 
  59    4.779497e-11   1.878775e-06   3.100405e-05   62        60        1         0         66973             227               62013             60                0                 
  60    3.784254e-11   2.434625e-06   5.478646e-05   63        61        1         0         68034             230               63007             61                0                 
  61    2.557325e-11   1.926403e-06   7.469826e-05   64        62        1         0         69074             233               63980             62                0                 
  62    2.095326e-11   1.709443e-06   4.544905e-05   65        63        1         0         70393             237               65212             63                0                 
  63    1.769627e-11   3.693667e-07   1.220744e-05   66        64        1         0         71712             241               66444             64                0                 
  64    1.710740e-11   4.247698e-07   9.887895e-06   67        65        1         0         72829             244               67494             65                0                 
  65    1.592720e-11   6.757101e-07   1.234385e-05   68        66        1         0         73946             247               68544             66                0                 
  66    1.356325e-11   9.820507e-07   1.807477e-05   69        67        1         0         75070             250               69601             67                0                 
  67    9.746881e-12   1.322365e-06   3.806199e-05   70        68        1         0         76152             253               70616             68                0                 
  68    6.106066e-12   9.217864e-07   5.385822e-05   71        69        1         0         77234             256               71631             69                0                 
  69    4.206418e-12   3.532973e-07   3.528376e-05   72        70        1         0         78337             259               72667             70                0                 
  70    3.916706e-12   2.165302e-07   1.316397e-05   73        71        1         0         79468             262               73731             71                0                 
  71    3.869268e-12   8.995690e-08   1.558660e-06   74        72        1         0         80634             265               74830             72                0                 
Optimization Terminated with Status: Converged
The process took 308.606 seconds to run.
Total n_vmult for algorithm 80634
