run.
Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     1.462198e-03   6.834436e-03   
  1     1.415921e-03   6.708056e-03   6.834436e-03   2         2         1         0         3791      6                 1857              2                 0                 
  2     8.482754e-05   8.713326e-04   3.696013e-01   3         3         1         0         7901      13                3720              3                 0                 
  3     4.739143e-05   4.422504e-04   6.376259e-02   4         4         1         0         11643     19                5535              4                 0                 
  4     2.854346e-05   3.459920e-04   6.294028e-02   5         5         1         0         15418     25                7383              5                 0                 
  5     1.480839e-05   2.421123e-04   7.647296e-02   6         6         1         0         19280     31                9318              6                 0                 
  6     1.139973e-05   3.011742e-04   4.395004e-02   8         7         2         0         25133     41                11964             7                 0                 
  7     7.696904e-06   1.380470e-04   3.477605e-02   9         8         1         0         28117     46                13341             8                 0                 
  8     5.900040e-06   1.100821e-04   2.521483e-02   10        9         1         0         31065     51                14682             9                 0                 
  9     4.047033e-06   9.161687e-05   3.642669e-02   11        10        1         0         34004     56                16014             10                0                 
  10    2.472549e-06   7.795705e-05   4.329719e-02   12        11        1         0         36985     61                17388             11                0                 
  11    2.399812e-06   1.681710e-04   3.162059e-02   14        12        2         0         42883     71                20079             12                0                 
  12    1.638255e-06   4.683798e-05   1.003943e-02   15        13        1         0         45795     76                21384             13                0                 
  13    1.463122e-06   4.002764e-05   6.179780e-03   16        14        1         0         48878     81                22860             14                0                 
  14    1.060562e-06   4.622517e-05   2.037766e-02   17        15        1         0         51895     86                24270             15                0                 
  15    6.769335e-07   3.606915e-05   2.681510e-02   18        16        1         0         54924     91                25692             16                0                 
  16    4.154239e-07   2.122862e-05   2.519519e-02   19        17        1         0         57971     96                27132             17                0                 
  17    2.372778e-07   2.228805e-05   2.614702e-02   20        18        1         0         61039     101               28593             18                0                 
  18    1.296180e-07   2.485299e-05   1.926263e-02   21        19        1         0         64098     106               30045             19                0                 
  19    1.145542e-07   3.669762e-05   2.669663e-02   22        20        1         0         67118     111               31458             20                0                 
  20    4.487556e-08   6.531491e-06   6.077312e-03   23        21        1         0         70186     116               32919             21                0                 
  21    4.188539e-08   2.414361e-06   2.914496e-03   24        22        1         0         73377     121               34503             22                0                 
  22    4.098922e-08   2.084015e-06   5.859349e-04   25        23        1         0         76601     126               36120             23                0                 
  23    3.894166e-08   4.324942e-06   1.521443e-03   26        24        1         0         79780     131               37692             24                0                 
  24    3.521893e-08   7.446917e-06   3.199480e-03   27        25        1         0         82941     136               39246             25                0                 
  25    2.662179e-08   1.126294e-05   8.320507e-03   28        26        1         0         86081     141               40779             26                0                 
  26    1.410263e-08   1.224598e-05   1.383121e-02   29        27        1         0         89203     146               42294             27                0                 
