run.
Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  27    1.206431e-08   1.239932e-05   4.829030e-03   32        28        3         0         96850     159               45774             28                0                 
  28    2.851401e-09   5.850260e-06   1.029826e-02   33        29        1         0         99999     164               47316             29                0                 
  29    6.078021e-10   1.369063e-06   1.727027e-03   34        30        1         0         103166    169               48876             30                0                 
  30    3.718682e-10   4.482043e-07   9.928280e-04   35        31        1         0         106387    174               50490             31                0                 
  31    3.357271e-10   5.208408e-07   3.714320e-04   36        32        1         0         108754    178               51570             32                0                 
  32    2.493466e-10   4.066180e-07   4.359316e-04   37        33        1         0         111082    182               52611             33                0                 
  33    1.995845e-10   6.972676e-07   6.763867e-04   38        34        1         0         114369    187               54291             34                0                 
  34    1.531449e-10   1.553733e-07   3.224392e-04   39        35        1         0         117665    192               55980             35                0                 
  35    1.474362e-10   6.903780e-08   1.593543e-04   40        36        1         0         120014    196               57042             36                0                 
  36    1.453263e-10   5.349559e-08   6.856357e-05   41        37        1         0         122393    200               58134             37                0                 
  37    1.432649e-10   1.066289e-07   9.663329e-05   42        38        1         0         124760    204               59214             38                0                 
  38    1.407563e-10   1.051041e-07   9.075011e-05   43        39        1         0         127112    208               60279             39                0                 
  39    1.339821e-10   1.180777e-07   3.087877e-04   44        40        1         0         129476    212               61356             40                0                 
  40    1.329975e-10   2.077313e-07   2.799801e-04   45        41        1         0         131801    216               62394             41                0                 
  41    1.293405e-10   5.520706e-08   4.557139e-05   46        42        1         0         134153    220               63459             42                0                 
  42    1.288595e-10   2.980041e-08   3.137346e-05   47        43        1         0         136577    224               64596             43                0                 
  43    1.284568e-10   3.746610e-08   3.251193e-05   48        44        1         0         139019    228               65751             44                0                 
  44    1.277243e-10   6.790369e-08   5.649407e-05   49        45        1         0         141455    232               66900             45                0                 
  45    1.256897e-10   1.306370e-07   1.583895e-04   50        46        1         0         143870    236               68028             46                0                 
  46    1.208165e-10   2.249609e-07   3.920247e-04   51        47        1         0         146267    240               69138             47                0                 
  47    1.092242e-10   3.545755e-07   9.741293e-04   52        48        1         0         148631    244               70215             48                0                 
  48    8.641598e-11   4.712305e-07   2.033716e-03   53        49        1         0         150947    248               71244             49                0                 
  49    5.486329e-11   4.500004e-07   3.057070e-03   54        50        1         0         153266    252               72276             50                0                 
  50    2.907782e-11   3.445887e-07   3.389476e-03   55        51        1         0         155576    256               73299             51                0                 
  51    1.064953e-11   9.528922e-08   1.244268e-03   56        52        1         0         157967    260               74403             52                0                 
  52    7.020637e-12   3.798299e-08   4.697578e-04   57        53        1         0         160313    264               75462             53                0                 
  53    6.387676e-12   5.258102e-08   2.630211e-04   58        54        1         0         162716    268               76578             54                0                 
  54    6.004521e-12   5.221270e-08   1.537129e-04   59        55        1         0         165119    272               77694             55                0                 
  55    5.616612e-12   2.541504e-08   1.526429e-04   60        56        1         0         167564    276               78852             56                0                 
  56    5.505930e-12   4.121054e-09   1.793537e-04   61        57        1         0         169955    280               79956             57                0                 
  57    5.501202e-12   2.416937e-09   3.213921e-05   62        58        1         0         172436    284               81150             58                0                 
  58    5.498450e-12   2.655683e-09   8.951844e-06   63        59        1         0         174953    288               82380             59                0                 
  59    5.474214e-12   6.042757e-09   5.111651e-05   64        60        1         0         177398    292               83538             60                0                 
  60    5.423816e-12   1.149557e-08   6.952093e-05   65        61        1         0         179837    296               84690             61                0                 
  61    5.288830e-12   1.944441e-08   1.478732e-04   66        62        1         0         182279    300               85845             62                0                 
  62    5.035018e-12   2.936697e-08   2.492253e-04   67        63        1         0         184721    304               87000             63                0                 
  63    4.696588e-12   2.973208e-08   3.919785e-04   68        64        1         0         187118    308               88110             64                0                 
  64    4.434062e-12   2.166750e-08   3.208750e-04   69        65        1         0         189551    312               89256             65                0                 
  65    4.321218e-12   8.026166e-09   1.270910e-04   70        66        1         0         191993    316               90411             66                0                 
  66    4.299819e-12   4.591883e-09   7.748429e-05   71        67        1         0         194432    320               91563             67                0                 
  67    4.293637e-12   4.479258e-09   1.481143e-05   72        68        1         0         196931    324               92775             68                0                 
  68    4.247350e-12   8.580714e-09   6.098442e-05   73        69        1         0         199379    328               93936             69                0                 
  69    4.143731e-12   1.604911e-08   7.772189e-05   74        70        1         0         201836    332               95106             70                0                 
  70    3.873993e-12   2.781415e-08   1.894087e-04   75        71        1         0         204296    336               96279             71                0                 
  71    3.353958e-12   3.835803e-08   4.628104e-04   76        72        1         0         206726    340               97422             72                0                 
  72    2.616046e-12   3.671994e-08   8.707729e-04   77        73        1         0         209135    344               98544             73                0                 
  73    2.077170e-12   7.808121e-08   1.274270e-03   78        74        1         0         211541    348               99663             74                0                 
  74    1.445567e-12   2.983558e-08   4.515250e-04   79        75        1         0         213962    352               100797            75                0                 
  75    1.102556e-12   1.001969e-08   3.594605e-04   80        76        1         0         216386    356               101934            76                0                 
  76    9.257460e-13   1.788736e-08   1.990064e-04   81        77        1         0         218831    360               103092            77                0                 
  77    5.709011e-13   2.308906e-08   4.501519e-04   82        78        1         0         221267    364               104241            78                0                 
  78    2.463802e-13   2.383186e-08   5.343597e-04   83        79        1         0         223703    368               105390            79                0                 
  79    2.249968e-13   3.486653e-08   3.872387e-04   84        80        1         0         226121    372               106521            80                0                 
  80    1.103678e-13   3.068981e-09   2.160459e-04   85        81        1         0         228551    376               107664            81                0                 
  81    1.062406e-13   9.520314e-10   5.178224e-05   86        82        1         0         231035    380               108861            82                0                 
Optimization Terminated with Status: Converged
The process took 907.43 seconds to run.
Total n_vmult for algorithm 231035
