run.
Starting optimization with 100...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  42    9.281732e-11   2.178636e-07   4.427594e-04   44        43        1         0         100177    218               60636             43                0                 
  43    7.935027e-11   3.086469e-07   4.684790e-04   45        44        1         0         102542    223               62094             44                0                 
  44    6.418473e-11   1.640318e-07   1.714708e-04   46        45        1         0         105009    228               63654             45                0                 
  45    4.945183e-11   1.164580e-07   4.138102e-04   47        46        1         0         107482    233               65220             46                0                 
  46    4.754605e-11   8.445922e-08   9.381098e-05   48        47        1         0         109196    237               66207             47                0                 
  47    4.648671e-11   4.676729e-08   7.129666e-05   49        48        1         0         111708    242               67812             48                0                 
  48    4.611102e-11   3.301262e-08   1.894425e-05   50        49        1         0         113389    246               68766             49                0                 
  49    4.571304e-11   4.942549e-08   2.630531e-05   51        50        1         0         115121    250               69771             50                0                 
  50    4.465924e-11   9.130318e-08   7.232639e-05   52        51        1         0         116844    254               70767             51                0                 
  51    4.226362e-11   1.511189e-07   1.789024e-04   53        52        1         0         118552    258               71748             52                0                 
  52    3.720500e-11   2.152825e-07   4.199596e-04   54        53        1         0         120200    262               72669             53                0                 
  53    2.944937e-11   2.297373e-07   7.261191e-04   55        54        1         0         121851    266               73593             54                0                 
  54    1.820452e-11   2.094706e-07   1.230073e-03   56        55        1         0         124276    271               75111             55                0                 
  55    7.472327e-12   1.006780e-07   1.281348e-03   57        56        1         0         126653    276               76581             56                0                 
  56    4.385418e-12   4.987221e-08   1.780106e-04   58        57        1         0         129132    281               78153             57                0                 
  57    3.828482e-12   3.164330e-08   1.455466e-04   59        58        1         0         131542    286               79656             58                0                 
  58    3.758471e-12   1.670304e-08   2.473632e-05   60        59        1         0         133262    290               80649             59                0                 
  59    3.710586e-12   1.238386e-08   1.168312e-05   61        60        1         0         134949    294               81609             60                0                 
  60    3.662877e-12   1.506555e-08   2.049171e-05   62        61        1         0         136693    298               82626             61                0                 
  61    3.605824e-12   1.913562e-08   2.738711e-05   63        62        1         0         138455    302               83661             62                0                 
  62    3.486722e-12   2.646152e-08   4.922202e-05   64        63        1         0         140205    306               84684             63                0                 
  63    3.247369e-12   3.630118e-08   8.288597e-05   65        64        1         0         141943    310               85695             64                0                 
  64    2.868867e-12   3.969957e-08   1.166603e-04   66        65        1         0         143666    314               86691             65                0                 
  65    2.538968e-12   2.694205e-08   1.000398e-04   67        66        1         0         145377    318               87675             66                0                 
  66    2.471325e-12   2.453180e-08   5.559934e-05   68        67        1         0         147085    322               88656             67                0                 
  67    2.408542e-12   3.370323e-09   3.425415e-05   69        68        1         0         148823    326               89667             68                0                 
  68    2.403602e-12   3.617507e-09   1.341316e-05   70        69        1         0         150579    330               90696             69                0                 
  69    2.394720e-12   4.873162e-09   1.054911e-05   71        70        1         0         152341    334               91731             70                0                 
  70    2.351510e-12   9.729324e-09   3.492727e-05   72        71        1         0         154082    338               92745             71                0                 
  71    2.260029e-12   1.740531e-08   5.833382e-05   73        72        1         0         155817    342               93753             72                0                 
  72    2.024287e-12   2.710274e-08   1.513219e-04   74        73        1         0         157534    346               94743             73                0                 
  73    1.578756e-12   4.720597e-08   3.332844e-04   75        74        1         0         159206    350               95688             74                0                 
  74    9.386706e-13   4.060740e-08   5.257196e-04   76        75        1         0         160929    354               96684             75                0                 
  75    3.674540e-13   3.720934e-08   6.082555e-04   77        76        1         0         162619    358               97647             76                0                 
  76    1.674244e-13   1.547142e-08   1.403699e-04   78        77        1         0         164312    362               98613             77                0                 
  77    1.282664e-13   2.095425e-09   8.104605e-05   79        78        1         0         166044    366               99618             78                0                 
  78    1.268032e-13   5.078890e-10   2.450922e-05   80        79        1         0         167827    370               100674            79                0                 
Optimization Terminated with Status: Converged
The process took 374.104 seconds to run.
Total n_vmult for algorithm 167827
