run.
Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  54    4.954643e-10   4.455196e-08   5.967864e-05   58        55        1         0         173572    282               82947             55                0                 
  55    4.902791e-10   1.393949e-07   2.738162e-04   59        56        1         0         175954    286               84042             56                0                 
  56    4.808295e-10   2.650935e-07   5.362635e-04   60        57        1         0         178339    290               85140             57                0                 
  57    4.537423e-10   4.880984e-07   1.637775e-03   61        58        1         0         180709    294               86223             58                0                 
  58    3.943471e-10   7.654510e-07   3.807519e-03   62        59        1         0         183067    298               87294             59                0                 
  59    2.779265e-10   1.005407e-06   7.991106e-03   63        60        1         0         185392    302               88332             60                0                 
  60    1.286553e-10   9.239250e-07   1.123201e-02   64        61        1         0         187657    306               89310             61                0                 
  61    3.173331e-11   4.378251e-07   7.640159e-03   65        62        1         0         190920    311               90966             62                0                 
  62    9.685055e-12   6.858624e-08   5.609865e-04   66        63        1         0         194219    316               92658             63                0                 
  63    8.072032e-12   7.481211e-09   1.027261e-03   67        64        1         0         196628    320               93780             64                0                 
  64    8.014705e-12   8.174563e-09   2.500213e-04   68        65        1         0         199043    324               94908             65                0                 
  65    7.860500e-12   9.559416e-09   1.167775e-04   69        66        1         0         201494    328               96072             66                0                 
  66    6.671665e-12   3.926176e-08   6.387251e-04   70        67        1         0         203858    332               97149             67                0                 
  67    4.716300e-12   6.084174e-08   7.035844e-04   71        68        1         0         206264    336               98268             68                0                 
  68    1.929132e-12   4.910424e-08   9.722933e-04   72        69        1         0         208673    340               99390             69                0                 
  69    7.436865e-13   8.135279e-08   1.382639e-03   73        70        1         0         211082    344               100512            70                0                 
  70    1.702234e-13   1.020366e-08   3.023924e-04   74        71        1         0         213503    348               101646            71                0                 
  71    9.245855e-14   1.003852e-09   2.235018e-04   75        72        1         0         215954    352               102810            72                0                 
  72    8.925956e-14   1.449557e-10   6.335825e-05   76        73        1         0         218432    356               104001            73                0                 
Optimization Terminated with Status: Converged
The process took 838.19 seconds to run.
Total n_vmult for algorithm 218432
