run.
Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     1.456313e-03   7.432716e-03   
  1     1.401720e-03   7.257314e-03   7.432716e-03   2         2         1         0         3818      6                 1884              2                 0                 
  2     1.691172e-04   1.048761e-03   3.160742e-01   3         3         1         0         7242      12                3381              3                 0                 
  3     1.212455e-04   6.534238e-04   6.340052e-02   4         4         1         0         10966     18                5178              4                 0                 
  4     8.341487e-05   5.402240e-04   8.850980e-02   5         5         1         0         14630     24                6915              5                 0                 
  5     5.536980e-05   3.719525e-04   1.015328e-01   6         6         1         0         18414     30                8772              6                 0                 
  6     3.639876e-05   2.798332e-04   1.212062e-01   7         7         1         0         22192     36                10623             7                 0                 
  7     3.132202e-05   3.211102e-04   6.749049e-02   9         8         2         0         29001     47                13905             8                 0                 
  8     2.639081e-05   1.720015e-04   4.035435e-02   10        9         1         0         31928     52                15225             9                 0                 
  9     2.281994e-05   1.534823e-04   4.323428e-02   11        10        1         0         34846     57                16536             10                0                 
  10    1.827597e-05   1.495707e-04   7.022711e-02   12        11        1         0         37758     62                17841             11                0                 
  11    1.448957e-05   2.011518e-04   1.003536e-01   13        12        1         0         40685     67                19161             12                0                 
  12    1.380056e-05   2.282601e-04   8.264770e-02   14        13        1         0         44466     73                21015             13                0                 
  13    1.180108e-05   8.064567e-05   3.642168e-02   15        14        1         0         47384     78                22326             14                0                 
  14    1.102176e-05   7.362924e-05   1.325069e-02   16        15        1         0         50380     83                23715             15                0                 
  15    8.584991e-06   1.278424e-04   6.240209e-02   17        16        1         0         53307     88                25035             16                0                 
  16    6.273695e-06   1.319850e-04   9.279391e-02   18        17        1         0         56282     93                26403             17                0                 
  17    5.015753e-06   1.260913e-04   1.113768e-01   19        18        1         0         59215     98                27729             18                0                 
  18    4.211248e-06   4.279382e-05   4.162416e-02   20        19        1         0         62211     103               29118             19                0                 
  19    4.002256e-06   3.649025e-05   1.361862e-02   21        20        1         0         65291     108               30591             20                0                 
  20    3.526689e-06   5.360644e-05   2.881221e-02   22        21        1         0         68287     113               31980             21                0                 
  21    2.637892e-06   8.360413e-05   7.148578e-02   23        22        1         0         71277     118               33363             22                0                 
  22    1.342495e-06   9.231201e-05   1.393232e-01   24        23        1         0         74261     123               34740             23                0                 
  23    3.470009e-07   4.635866e-05   1.477358e-01   25        24        1         0         77200     128               36072             24                0                 
  24    2.844667e-07   3.958298e-05   4.171470e-02   26        25        1         0         80175     133               37440             25                0                 
  25    1.872601e-07   2.683633e-06   1.038639e-02   27        26        1         0         83201     138               38859             26                0                 
  26    1.856364e-07   1.712778e-06   4.771829e-03   28        27        1         0         86413     143               40464             27                0                 
  27    1.840117e-07   1.877786e-06   1.831380e-03   29        28        1         0         89679     148               42123             28                0                 
  28    1.746859e-07   4.984113e-06   1.022119e-02   30        29        1         0         92840     153               43677             29                0                 
  29    1.592391e-07   8.714368e-06   1.724177e-02   31        30        1         0         96019     158               45249             30                0                 
  30    1.251023e-07   1.491386e-05   4.588019e-02   32        31        1         0         99126     163               46749             31                0                 
  31    7.684694e-08   1.612292e-05   6.931924e-02   33        32        1         0         102224    168               48240             32                0                 
  32    2.829266e-08   1.336740e-05   7.740243e-02   34        33        1         0         105325    173               49734             33                0                 
  33    6.049357e-09   6.047058e-06   3.107087e-02   35        34        1         0         108399    178               51201             34                0                 
  34    2.280170e-09   1.148328e-06   1.606293e-02   36        35        1         0         111608    183               52803             35                0                 
  35    2.023769e-09   9.634400e-07   2.882899e-03   37        36        1         0         114889    188               54477             36                0                 
  36    1.437513e-09   1.244854e-06   2.103924e-03   38        37        1         0         118086    193               56067             37                0                 
  37    1.168166e-09   1.401941e-06   2.526198e-03   39        38        1         0         121310    198               57684             38                0                 
  38    9.766323e-10   4.391429e-07   1.404841e-03   40        39        1         0         124573    203               59340             39                0                 
  39    9.286371e-10   3.112141e-07   9.848853e-04   41        40        1         0         127908    208               61068             40                0                 
  40    8.771894e-10   2.897871e-07   4.728483e-04   42        41        1         0         131156    213               62709             41                0                 
  41    7.966790e-10   3.275556e-07   5.760915e-04   43        42        1         0         133442    217               63708             42                0                 
  42    6.695812e-10   3.248134e-07   1.194221e-03   44        43        1         0         135749    221               64728             43                0                 
  43    6.682463e-10   4.977766e-07   4.154972e-04   47        44        3         0         143615    234               68427             44                0                 
  44    6.196553e-10   1.303223e-07   5.066359e-04   48        45        1         0         146908    239               70113             45                0                 
  45    6.136995e-10   5.704285e-08   2.188329e-04   49        46        1         0         149296    243               71214             46                0                 
  46    6.110145e-10   5.751495e-08   9.165449e-05   50        47        1         0         151702    247               72333             47                0                 
  47    6.051565e-10   9.549586e-08   1.848557e-04   51        48        1         0         154093    251               73437             48                0                 
  48    5.906136e-10   1.759770e-07   4.958897e-04   52        49        1         0         156472    255               74529             49                0                 
  49    5.628092e-10   2.432673e-07   1.092336e-03   53        50        1         0         158803    259               75573             50                0                 
  50    5.400812e-10   6.662610e-07   1.913170e-03   54        51        1         0         162060    264               77223             51                0                 
  51    5.118897e-10   2.583943e-07   5.286963e-04   55        52        1         0         165416    269               78972             52                0                 
  52    4.980645e-10   7.473689e-08   5.242723e-04   56        53        1         0         168760    274               80709             53                0                 
  53    4.966698e-10   4.490582e-08   9.827694e-05   57        54        1         0         171151    278               81813             54                0                 
