run.
Starting optimization with 80...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  26    1.162389e-09   1.487076e-06   2.145715e-03   30        27        1         0         88089     144               41820             27                0                 
  27    7.821420e-10   2.029478e-06   3.820268e-03   31        28        1         0         91304     149               43428             28                0                 
  28    4.569755e-10   1.301714e-06   3.797704e-03   32        29        1         0         94489     154               45006             29                0                 
  29    2.747406e-10   5.079441e-07   1.062397e-03   33        30        1         0         97764     159               46674             30                0                 
  30    2.325643e-10   1.854788e-07   3.024053e-04   34        31        1         0         101072    164               48375             31                0                 
  31    2.229723e-10   1.972148e-07   1.045451e-04   35        32        1         0         103409    168               49425             32                0                 
  32    2.003733e-10   2.690100e-07   3.934178e-04   36        33        1         0         105716    172               50445             33                0                 
  33    1.938123e-10   2.356347e-07   1.549345e-04   38        34        2         0         110632    180               52794             34                0                 
  34    1.885972e-10   1.231352e-07   7.934820e-05   39        35        1         0         113044    184               53919             35                0                 
  35    1.851409e-10   8.461201e-08   7.140679e-05   40        36        1         0         115420    188               55008             36                0                 
  36    1.826285e-10   1.266853e-07   6.252078e-05   41        37        1         0         117838    192               56139             37                0                 
  37    1.755244e-10   2.264821e-07   2.014165e-04   42        38        1         0         120211    196               57225             38                0                 
  38    1.648139e-10   2.913141e-07   3.341482e-04   43        39        1         0         122590    200               58317             39                0                 
  39    1.459010e-10   2.867062e-07   6.281321e-04   44        40        1         0         124948    204               59388             40                0                 
  40    1.070663e-10   2.710443e-07   1.312364e-03   45        41        1         0         127270    208               60423             41                0                 
  41    7.020738e-11   3.968968e-07   3.048419e-03   46        42        1         0         130500    213               62046             42                0                 
  42    3.670560e-11   1.309279e-07   4.805460e-04   47        43        1         0         133724    218               63663             43                0                 
  43    2.985137e-11   8.822817e-08   3.093102e-04   48        44        1         0         136082    222               64734             44                0                 
  44    2.815309e-11   1.225327e-07   1.763694e-04   49        45        1         0         138428    226               65793             45                0                 
  45    2.590245e-11   5.793470e-08   1.334904e-04   50        46        1         0         140837    230               66915             46                0                 
  46    2.337105e-11   7.571981e-08   1.805912e-04   51        47        1         0         143207    234               67998             47                0                 
  47    1.873100e-11   1.340639e-07   3.401616e-04   52        48        1         0         145553    238               69057             48                0                 
  48    1.419598e-11   1.279442e-07   3.301295e-04   53        49        1         0         147938    242               70155             49                0                 
  49    1.202779e-11   7.041017e-08   1.679774e-04   54        50        1         0         150287    246               71217             50                0                 
  50    1.142164e-11   1.959092e-08   3.095470e-05   55        51        1         0         152675    250               72318             51                0                 
  51    1.134284e-11   1.293233e-08   2.913096e-05   56        52        1         0         155126    254               73482             52                0                 
  52    1.128227e-11   1.588719e-08   2.077423e-05   57        53        1         0         157592    258               74661             53                0                 
  53    1.117470e-11   2.351637e-08   2.352195e-05   58        54        1         0         160049    262               75831             54                0                 
  54    1.087760e-11   3.756826e-08   6.346677e-05   59        55        1         0         162476    266               76971             55                0                 
  55    1.041059e-11   4.674552e-08   1.137455e-04   60        56        1         0         164852    270               78060             56                0                 
  56    1.022588e-11   7.369574e-08   1.901631e-04   61        57        1         0         167246    274               79167             57                0                 
  57    9.687669e-12   2.645274e-08   4.606109e-05   62        58        1         0         169661    278               80295             58                0                 
  58    9.529625e-12   1.160797e-08   3.749900e-05   63        59        1         0         172118    282               81465             59                0                 
  59    9.442289e-12   1.514348e-08   3.365793e-05   64        60        1         0         174584    286               82644             60                0                 
  60    9.321905e-12   2.552177e-08   4.059322e-05   65        61        1         0         177041    290               83814             61                0                 
  61    8.979372e-12   4.749152e-08   1.084215e-04   66        62        1         0         179477    294               84963             62                0                 
  62    8.207029e-12   7.791309e-08   2.422362e-04   67        63        1         0         181904    298               86103             63                0                 
  63    6.519245e-12   1.127600e-07   5.440692e-04   68        64        1         0         184313    302               87225             64                0                 
  64    3.858919e-12   1.237794e-07   9.121182e-04   69        65        1         0         186713    306               88338             65                0                 
  65    1.334731e-12   7.234966e-08   9.208213e-04   70        66        1         0         189131    310               89469             66                0                 
  66    6.857847e-13   3.696464e-08   2.509404e-04   71        67        1         0         191480    314               90531             67                0                 
  67    4.968560e-13   5.742724e-09   8.869998e-05   72        68        1         0         193940    318               91704             68                0                 
  68    4.875170e-13   1.649348e-09   6.526891e-05   73        69        1         0         196466    322               92943             69                0                 
  69    4.862117e-13   1.657266e-09   1.383149e-05   74        70        1         0         199016    326               94206             70                0                 
  70    4.814054e-13   3.857241e-09   2.081396e-05   75        71        1         0         201539    330               95442             71                0                 
  71    4.704117e-13   6.746951e-09   3.015747e-05   76        72        1         0         204044    334               96660             72                0                 
  72    4.495398e-13   8.748729e-09   3.617475e-05   77        73        1         0         206522    338               97851             73                0                 
  73    4.256452e-13   9.676726e-09   4.767407e-05   78        74        1         0         208979    342               99021             74                0                 
  74    4.256151e-13   1.230204e-08   4.247014e-05   79        75        1         0         211439    346               100194            75                0                 
  75    4.108480e-13   1.686585e-09   3.630635e-05   80        76        1         0         213932    350               101400            76                0                 
  76    4.098867e-13   7.876929e-10   1.687628e-05   81        77        1         0         216491    354               102672            77                0                 
Optimization Terminated with Status: Converged
The process took 840.506 seconds to run.
Total n_vmult for algorithm 216491
