run.
Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     1.448668e-03   6.736517e-03   
  1     1.403698e-03   6.614684e-03   6.736517e-03   2         2         1         0         2272      7                 1698              2                 0                 
  2     8.436436e-05   9.306345e-04   3.742091e-01   3         3         1         0         4375      14                3234              3                 0                 
  3     5.268584e-05   7.685205e-04   6.844155e-02   4         4         1         0         6068      20                4440              4                 0                 
  4     3.668613e-05   4.470553e-04   4.469190e-02   5         5         1         0         7851      26                5736              5                 0                 
  5     2.579500e-05   3.587441e-04   4.066132e-02   6         6         1         0         9667      32                7065              6                 0                 
  6     1.387054e-05   2.167013e-04   7.365052e-02   7         7         1         0         11453     38                8364              7                 0                 
  7     1.286185e-05   5.822268e-04   5.509262e-02   8         8         1         0         13218     44                9642              8                 0                 
  8     8.428747e-06   1.873056e-04   1.395800e-02   9         9         1         0         14995     50                10932             9                 0                 
  9     6.836823e-06   1.144528e-04   1.560145e-02   10        10        1         0         16910     56                12360             10                0                 
  10    5.460689e-06   1.167481e-04   2.756409e-02   11        11        1         0         18738     62                13701             11                0                 
  11    3.890650e-06   9.974247e-05   3.033875e-02   12        12        1         0         20638     68                15114             12                0                 
  12    2.074225e-06   6.614696e-05   6.286810e-02   13        13        1         0         22514     74                16503             13                0                 
  13    1.555201e-06   8.267383e-05   3.552992e-02   14        14        1         0         24411     80                17913             14                0                 
  14    1.075272e-06   3.844519e-05   1.052591e-02   15        15        1         0         25757     85                18852             15                0                 
