run.
Starting optimization with 100...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  34    4.885603e-10   1.906072e-07   1.040446e-04   36        35        1         0         107901    173               52296             35                0                 
  35    4.729554e-10   3.028069e-07   1.834155e-04   37        36        1         0         110289    177               53397             36                0                 
  36    4.288432e-10   5.222897e-07   5.998785e-04   38        37        1         0         112647    181               54468             37                0                 
  37    3.533276e-10   7.055978e-07   1.150905e-03   39        38        1         0         114999    185               55533             38                0                 
  38    2.393448e-10   8.101984e-07   2.164731e-03   40        39        1         0         117342    189               56589             39                0                 
  39    1.420425e-10   6.202009e-07   2.545987e-03   41        40        1         0         120575    194               58215             40                0                 
  40    8.331005e-11   2.064517e-07   2.516077e-04   42        41        1         0         123850    199               59883             41                0                 
  41    6.203727e-11   1.961037e-07   2.064792e-04   43        42        1         0         126205    203               60951             42                0                 
  42    5.529831e-11   1.749551e-07   1.014009e-04   44        43        1         0         128596    207               62055             43                0                 
  43    4.532058e-11   9.076140e-08   3.576478e-04   45        44        1         0         130954    211               63126             44                0                 
  44    4.441591e-11   8.901066e-08   8.655256e-05   46        45        1         0         133345    215               64230             45                0                 
  45    4.384928e-11   4.998518e-08   1.262212e-05   47        46        1         0         135754    219               65352             46                0                 
  46    4.312429e-11   4.483599e-08   3.068814e-05   48        47        1         0         138181    223               66492             47                0                 
  47    4.208783e-11   6.005869e-08   6.719204e-05   49        48        1         0         140572    227               67596             48                0                 
  48    4.104397e-11   5.164800e-08   8.635829e-05   50        49        1         0         142984    231               68721             49                0                 
  49    3.978705e-11   6.538707e-08   1.345359e-04   51        50        1         0         145375    235               69825             50                0                 
  50    3.785669e-11   6.391417e-08   1.635611e-04   52        51        1         0         147787    239               70950             51                0                 
  51    3.357443e-11   1.307191e-07   3.668613e-04   53        52        1         0         150181    243               72057             52                0                 
  52    2.515063e-11   2.254128e-07   7.943543e-04   54        53        1         0         152590    247               73179             53                0                 
  53    1.389496e-11   2.583499e-07   1.201435e-03   55        54        1         0         154936    251               74238             54                0                 
  54    1.128800e-11   2.571567e-07   6.452795e-04   57        55        2         0         159789    259               76524             55                0                 
  55    4.296877e-12   1.160202e-07   5.206410e-04   58        56        1         0         162147    263               77595             56                0                 
  56    2.915227e-12   2.988900e-08   5.161835e-05   59        57        1         0         164529    267               78690             57                0                 
  57    2.799779e-12   8.862595e-09   6.235166e-05   60        58        1         0         166977    271               79851             58                0                 
  58    2.777760e-12   1.052667e-08   2.045988e-05   61        59        1         0         169452    275               81039             59                0                 
  59    2.716197e-12   1.863480e-08   3.452158e-05   62        60        1         0         171906    279               82206             60                0                 
  60    2.600672e-12   2.802726e-08   3.523267e-05   63        61        1         0         174345    283               83358             61                0                 
  61    2.424482e-12   2.981935e-08   4.507152e-05   64        62        1         0         176784    287               84510             62                0                 
  62    2.262741e-12   1.535403e-08   9.420599e-05   65        63        1         0         179178    291               85617             63                0                 
  63    2.210653e-12   6.656708e-09   3.952333e-05   66        64        1         0         181626    295               86778             64                0                 
  64    2.189210e-12   8.120730e-09   2.170967e-05   67        65        1         0         184113    299               87978             65                0                 
  65    2.164439e-12   1.326642e-08   2.395186e-05   68        66        1         0         186582    303               89160             66                0                 
  66    2.128401e-12   1.795435e-08   2.675478e-05   69        67        1         0         189069    307               90360             67                0                 
  67    2.036380e-12   2.375158e-08   6.544589e-05   70        68        1         0         191553    311               91557             68                0                 
  68    1.912445e-12   2.266102e-08   9.505352e-05   71        69        1         0         194022    315               92739             69                0                 
  69    1.887251e-12   2.690103e-08   4.049827e-05   74        70        3         0         199596    325               95106             70                0                 
  70    1.778097e-12   1.270211e-08   7.994016e-05   75        71        1         0         202035    329               96258             71                0                 
  71    1.721954e-12   6.384533e-09   4.610801e-05   76        72        1         0         204501    333               97437             72                0                 
  72    1.677768e-12   1.285236e-08   3.479416e-05   77        73        1         0         206970    337               98619             73                0                 
  73    1.606031e-12   2.164161e-08   4.959506e-05   78        74        1         0         209424    341               99786             74                0                 
  74    1.423014e-12   3.486353e-08   1.321255e-04   79        75        1         0         211845    345               100920            75                0                 
  75    1.061407e-12   4.697689e-08   2.930979e-04   80        76        1         0         214275    349               102063            76                0                 
  76    5.413413e-13   4.541684e-08   4.925970e-04   81        77        1         0         216681    353               103182            77                0                 
  77    5.129451e-13   4.711575e-08   3.361259e-04   83        78        2         0         220677    360               104931            78                0                 
  78    1.301905e-13   1.444641e-08   1.646408e-04   84        79        1         0         223104    364               106071            79                0                 
  79    9.102101e-14   3.707233e-09   2.993269e-05   85        80        1         0         225600    368               107280            80                0                 
  80    8.693764e-14   7.096641e-10   2.201714e-05   86        81        1         0         228111    372               108504            81                0                 
Optimization Terminated with Status: Converged
The process took 887.785 seconds to run.
Total n_vmult for algorithm 228111
