run.
Starting optimization with 100...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     1.456508e-03   6.155758e-03   
  1     1.418883e-03   6.068636e-03   6.155758e-03   2         2         1         0         3785      6                 1851              2                 0                 
  2     2.283547e-05   6.339324e-04   4.309313e-01   3         3         1         0         7781      13                3600              3                 0                 
  3     3.728264e-06   1.651973e-04   5.244057e-02   4         4         1         0         11544     19                5436              4                 0                 
  4     2.096595e-06   1.626013e-04   1.996650e-02   5         5         1         0         14501     24                6786              5                 0                 
  5     1.057551e-06   8.648258e-05   1.388953e-02   6         6         1         0         17518     29                8196              6                 0                 
  6     4.914223e-07   4.829245e-05   1.256079e-02   7         7         1         0         20565     34                9636              7                 0                 
  7     2.335228e-07   2.691249e-05   9.958644e-03   8         8         1         0         23630     39                11094             8                 0                 
  8     1.331028e-07   4.110634e-05   9.542698e-03   9         9         1         0         26650     44                12507             9                 0                 
  9     9.396159e-08   2.935261e-05   7.043366e-03   10        10        1         0         29667     49                13917             10                0                 
  10    6.809186e-08   1.024399e-05   2.468325e-03   11        11        1         0         32771     54                15414             11                0                 
  11    5.987534e-08   8.215586e-06   1.161934e-03   12        12        1         0         35950     59                16986             12                0                 
  12    4.823901e-08   8.927210e-06   2.413748e-03   13        13        1         0         39138     64                18567             13                0                 
  13    3.619992e-08   6.512555e-06   3.437317e-03   14        14        1         0         42278     69                20100             14                0                 
  14    2.668624e-08   3.934161e-06   3.957064e-03   15        15        1         0         45394     74                21609             15                0                 
  15    2.067418e-08   3.464893e-06   4.004200e-03   16        16        1         0         48564     79                23172             16                0                 
  16    1.690943e-08   5.524660e-06   4.123833e-03   17        17        1         0         51737     84                24738             17                0                 
  17    1.327177e-08   4.899290e-06   2.832583e-03   18        18        1         0         54883     89                26277             18                0                 
  18    8.490586e-09   3.533461e-06   3.966874e-03   19        19        1         0         58086     94                27873             19                0                 
  19    5.656891e-09   4.192711e-06   4.928240e-03   20        20        1         0         61196     99                29376             20                0                 
  20    4.970778e-09   3.209931e-06   1.447712e-03   21        21        1         0         64378     104               30951             21                0                 
  21    4.465081e-09   9.060947e-07   8.515681e-04   22        22        1         0         67650     109               32616             22                0                 
  22    4.383007e-09   7.206649e-07   1.488237e-04   23        23        1         0         70014     113               33693             23                0                 
  23    4.107327e-09   1.078465e-06   5.792070e-04   24        24        1         0         73298     118               35370             24                0                 
  24    3.579337e-09   1.778239e-06   1.302753e-03   25        25        1         0         76573     123               37038             25                0                 
  25    2.618588e-09   2.169844e-06   2.941234e-03   26        26        1         0         79803     128               38661             26                0                 
  26    1.952141e-09   3.426971e-06   4.174493e-03   27        27        1         0         83003     133               40254             27                0                 
  27    1.132514e-09   1.034592e-06   1.833061e-03   28        28        1         0         86281     138               41925             28                0                 
  28    9.128497e-10   5.384550e-07   5.241680e-04   29        29        1         0         89559     143               43596             29                0                 
  29    7.956526e-10   6.491677e-07   4.739981e-04   30        30        1         0         91890     147               44640             30                0                 
  30    6.407849e-10   6.754269e-07   8.294209e-04   31        31        1         0         94209     151               45672             31                0                 
  31    5.863227e-10   8.644747e-07   6.215622e-04   33        32        2         0         99853     160               48429             32                0                 
  32    5.111922e-10   2.883485e-07   5.162385e-04   34        33        1         0         103131    165               50100             33                0                 
  33    4.979604e-10   1.550457e-07   9.833628e-05   35        34        1         0         105513    169               51195             34                0                 
