run.
Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     1.441041e-03   7.323468e-03   
  1     1.388029e-03   7.154181e-03   7.323468e-03   2         2         1         0         2245      7                 1671              2                 0                 
  2     1.671392e-04   1.022249e-03   3.184127e-01   3         3         1         0         4408      14                3267              3                 0                 
  3     1.204009e-04   6.508769e-04   6.306468e-02   4         4         1         0         6083      20                4455              4                 0                 
  4     8.201028e-05   5.336365e-04   9.104279e-02   5         5         1         0         7773      26                5658              5                 0                 
  5     5.459512e-05   3.845189e-04   1.022489e-01   6         6         1         0         9505      32                6903              6                 0                 
  6     5.361122e-05   1.010566e-03   1.373792e-01   7         7         1         0         11225     38                8136              7                 0                 
  7     3.527584e-05   2.398821e-04   3.405306e-02   8         8         1         0         13008     44                9432              8                 0                 
  8     3.229255e-05   1.832488e-04   1.736604e-02   9         9         1         0         14854     50                10791             9                 0                 
  9     2.658567e-05   2.128582e-04   6.485476e-02   10        10        1         0         16676     56                12126             10                0                 
  10    2.555229e-05   5.440989e-04   9.016385e-02   11        11        1         0         18468     62                13431             11                0                 
  11    2.042629e-05   1.862573e-04   1.560858e-02   12        12        1         0         20308     68                14784             12                0                 
  12    1.842034e-05   1.210505e-04   2.266519e-02   13        13        1         0         22208     74                16197             13                0                 
  13    1.636267e-05   1.332678e-04   4.227492e-02   14        14        1         0         24147     80                17649             14                0                 
  14    1.419977e-05   1.084462e-04   4.832645e-02   15        15        1         0         26065     86                19080             15                0                 
  15    1.125710e-05   9.299856e-05   7.753153e-02   16        16        1         0         27998     92                20526             16                0                 
  16    7.464136e-06   1.122971e-04   1.438045e-01   17        17        1         0         29946     98                21987             17                0                 
  17    6.325170e-06   1.035072e-04   6.102367e-02   19        18        2         0         33263     109               24417             18                0                 
  18    5.362249e-06   4.948305e-05   2.632231e-02   20        19        1         0         35229     115               25896             19                0                 
  19    5.053992e-06   2.657872e-05   1.585952e-02   21        20        1         0         36602     120               26862             20                0                 
  20    4.875174e-06   3.145275e-05   1.066168e-02   22        21        1         0         37993     125               27846             21                0                 
  21    4.253368e-06   6.787813e-05   4.376945e-02   23        22        1         0         40046     131               29412             22                0                 
  22    3.193530e-06   1.048635e-04   8.861104e-02   24        23        1         0         41395     136               30354             23                0                 
  23    1.673646e-06   1.084859e-04   1.487691e-01   25        24        1         0         42759     141               31311             24                0                 
  24    1.511237e-06   1.336775e-04   6.324136e-02   28        25        3         0         47442     157               34707             25                0                 
  25    4.793722e-07   5.294481e-05   8.406312e-02   29        26        1         0         49378     163               36156             26                0                 
  26    3.108826e-07   1.152558e-05   1.025539e-02   30        27        1         0         51410     169               37701             27                0                 
  27    2.960814e-07   3.004914e-06   8.435428e-03   31        28        1         0         52864     174               38748             28                0                 
  28    2.942735e-07   2.925146e-06   1.949538e-03   32        29        1         0         54351     179               39828             29                0                 
  29    2.858314e-07   4.613058e-06   6.090666e-03   33        30        1         0         55796     184               40866             30                0                 
  30    2.711508e-07   6.567571e-06   1.011844e-02   34        31        1         0         57256     189               41919             31                0                 
  31    2.532101e-07   1.384176e-05   2.034815e-02   35        32        1         0         58644     194               42900             32                0                 
  32    2.297011e-07   8.451253e-06   1.530730e-02   36        33        1         0         60050     199               43899             33                0                 
  33    2.058054e-07   6.184796e-06   2.068464e-02   37        34        1         0         61465     204               44907             34                0                 
  34    1.879329e-07   8.156406e-06   1.702644e-02   38        35        1         0         62874     209               45909             35                0                 
  35    1.593170e-07   1.096894e-05   2.718753e-02   39        36        1         0         64262     214               46890             36                0                 
  36    1.277062e-07   9.761636e-06   3.483142e-02   40        37        1         0         65629     219               47850             37                0                 
  37    1.108912e-07   7.621601e-06   2.267272e-02   41        38        1         0         67002     224               48816             38                0                 
  38    1.008195e-07   4.333780e-06   5.791961e-03   42        39        1         0         68375     229               49782             39                0                 
  39    9.245770e-08   4.862062e-06   4.792929e-03   43        40        1         0         69766     234               50766             40                0                 
  40    7.144439e-08   7.444691e-06   1.306036e-02   44        41        1         0         71211     239               51804             41                0                 
  41    3.807642e-08   8.760203e-06   3.258657e-02   45        42        1         0         72668     244               52854             42                0                 
  42    1.394217e-08   8.413270e-06   4.322137e-02   46        43        1         0         74110     249               53889             43                0                 
  43    1.008186e-08   4.774792e-06   1.385674e-02   47        44        1         0         75522     254               54894             44                0                 
  44    8.980782e-09   6.205598e-07   3.317274e-03   48        45        1         0         77012     259               55977             45                0                 
  45    8.908301e-09   6.308680e-07   6.888201e-04   49        46        1         0         78556     264               57114             46                0                 
  46    8.729857e-09   8.243224e-07   7.624915e-04   50        47        1         0         80091     269               58242             47                0                 
  47    7.943828e-09   1.586891e-06   2.561588e-03   51        48        1         0         81587     274               59331             48                0                 
  48    6.430895e-09   2.441802e-06   4.911311e-03   52        49        1         0         83050     279               60387             49                0                 
  49    3.910503e-09   2.868158e-06   9.569606e-03   53        50        1         0         84534     284               61464             50                0                 
  50    3.700185e-09   3.251813e-06   3.760285e-03   56        51        3         0         87837     297               63720             51                0                 
  51    1.703874e-09   1.681366e-06   7.475617e-03   57        52        1         0         89309     302               64785             52                0                 
  52    1.155204e-09   5.564787e-07   3.413286e-03   58        53        1         0         90841     307               65910             53                0                 
  53    1.093067e-09   9.869384e-08   1.005105e-03   59        54        1         0         92349     312               67011             54                0                 
  54    1.090211e-09   5.355680e-08   2.376627e-04   60        55        1         0         93929     317               68184             55                0                 
  55    1.088501e-09   6.539460e-08   1.123626e-04   61        56        1         0         95533     322               69381             56                0                 
  56    1.081498e-09   1.381701e-07   3.291687e-04   62        57        1         0         97119     327               70560             57                0                 
  57    1.065180e-09   2.600528e-07   6.278650e-04   63        58        1         0         98681     332               71715             58                0                 
  58    1.021514e-09   4.603526e-07   1.609383e-03   64        59        1         0         100231    337               72858             59                0                 
  59    9.196180e-10   7.370621e-07   3.825444e-03   65        60        1         0         101778    342               73998             60                0                 
  60    7.104110e-10   9.999358e-07   8.313103e-03   66        61        1         0         103310    347               75123             61                0                 
  61    4.137381e-10   1.114339e-06   1.327050e-02   67        62        1         0         104809    352               76215             62                0                 
  62    3.102456e-10   1.394506e-06   1.445217e-02   68        63        1         0         106272    357               77271             63                0                 
  63    1.272256e-10   3.417767e-07   1.865675e-03   69        64        1         0         107786    362               78378             64                0                 
  64    9.986444e-11   1.169469e-07   1.532908e-03   70        65        1         0         109330    367               79515             65                0                 
  65    9.760067e-11   2.970361e-08   4.000262e-04   71        66        1         0         110895    372               80673             66                0                 
