run.
Starting optimization with 60...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  60    3.891435e-11   2.596238e-07   1.077383e-03   69        61        1         0         152200    335               91473             61                0                 
  61    2.770071e-11   2.195189e-07   1.514534e-03   70        62        1         0         153848    339               92394             62                0                 
  62    2.073284e-11   9.476456e-08   1.009466e-03   71        63        1         0         156363    344               94002             63                0                 
  63    1.885205e-11   1.912654e-08   2.208025e-04   72        64        1         0         158839    349               95571             64                0                 
  64    1.854948e-11   3.608544e-08   9.967358e-05   73        65        1         0         160538    353               96543             65                0                 
  65    1.818421e-11   5.151906e-08   1.068004e-04   74        66        1         0         162231    357               97509             66                0                 
  66    1.713484e-11   7.731705e-08   1.733490e-04   75        67        1         0         163951    361               98502             67                0                 
  67    1.480055e-11   1.048642e-07   2.966899e-04   76        68        1         0         165662    365               99486             68                0                 
  68    1.108848e-11   1.393751e-07   6.654138e-04   77        69        1         0         168135    370               101052            69                0                 
  69    7.710886e-12   9.424289e-08   9.860225e-04   78        70        1         0         170566    375               102576            70                0                 
  70    5.718008e-12   3.889240e-08   5.134336e-04   79        71        1         0         173021    380               104124            71                0                 
  71    5.257620e-12   3.979125e-09   2.906782e-04   80        72        1         0         174684    384               105060            72                0                 
  72    5.250633e-12   3.014481e-09   1.193772e-05   81        73        1         0         176461    388               106110            73                0                 
  73    5.234976e-12   5.277223e-09   1.934860e-05   82        74        1         0         178232    392               107154            74                0                 
  74    5.199824e-12   1.058648e-08   2.968403e-05   83        75        1         0         180003    396               108198            75                0                 
  75    5.107261e-12   1.964681e-08   6.464201e-05   84        76        1         0         181762    400               109230            76                0                 
  76    4.899026e-12   3.123506e-08   1.400992e-04   85        77        1         0         183518    404               110259            77                0                 
  77    4.506338e-12   4.073326e-08   2.818238e-04   86        78        1         0         185250    408               111264            78                0                 
  78    4.079562e-12   5.020413e-08   4.073070e-04   87        79        1         0         186922    412               112209            79                0                 
  79    3.775979e-12   2.088670e-08   2.359546e-04   88        80        1         0         189401    417               113781            80                0                 
  80    3.681981e-12   4.577620e-09   7.798163e-05   89        81        1         0         191139    421               114792            81                0                 
  81    3.674357e-12   2.187571e-09   3.428703e-05   90        82        1         0         192916    425               115842            82                0                 
  82    3.671226e-12   2.454503e-09   1.127622e-05   91        83        1         0         194720    429               116919            83                0                 
  83    3.651122e-12   5.424468e-09   4.294198e-05   92        84        1         0         196491    433               117963            84                0                 
  84    3.608519e-12   1.013599e-08   5.306054e-05   93        85        1         0         198253    437               118998            85                0                 
  85    3.490067e-12   1.840361e-08   1.094020e-04   94        86        1         0         200000    441               120018            86                0                 
  86    3.211810e-12   2.991038e-08   2.578449e-04   95        87        1         0         201735    445               121026            87                0                 
  87    2.602963e-12   4.303978e-08   6.416919e-04   96        88        1         0         203452    449               122016            88                0                 
  88    1.605732e-12   4.897843e-08   1.245976e-03   97        89        1         0         205169    453               123006            89                0                 
  89    1.482334e-12   5.125346e-08   2.647511e-04   101       90        4         0         211377    468               126507            90                0                 
  90    5.761739e-13   3.247605e-08   1.309519e-03   102       91        1         0         213040    472               127443            91                0                 
  91    2.159255e-13   9.574453e-09   6.237592e-04   103       92        1         0         214754    476               128430            92                0                 
  92    1.742996e-13   1.551326e-09   1.107578e-04   104       93        1         0         216525    480               129474            93                0                 
  93    1.725508e-13   4.149269e-10   6.422430e-05   105       94        1         0         218284    484               130506            94                0                 
Optimization Terminated with Status: Converged
The process took 308.582 seconds to run.
Total n_vmult for algorithm 218284
