run.
Starting optimization with 20...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  21    3.055445e-05   9.786855e-05   5.318891e-02   23        22        1         0         73926     121               35052             22                0                 
  22    2.901155e-05   1.615922e-04   1.247988e-01   24        23        1         0         76889     126               36408             23                0                 
  23    2.545550e-05   2.441984e-04   2.994343e-01   25        24        1         0         79846     131               37758             24                0                 
  24    1.850236e-05   3.160063e-04   6.334802e-01   26        25        1         0         82779     136               39084             25                0                 
  25    8.810273e-06   2.933376e-04   1.001423e+00   27        26        1         0         85646     141               40344             26                0                 
  26    8.007763e-06   3.629821e-04   2.091626e-01   31        27        4         0         97420     161               45711             27                0                 
  27    1.874676e-06   1.595078e-04   5.850057e-01   32        28        1         0         100299    166               46983             28                0                 
  28    3.160021e-07   3.390443e-05   1.238820e-01   33        29        1         0         103232    171               48309             29                0                 
  29    1.804535e-07   1.092894e-05   7.580145e-02   34        30        1         0         106288    176               49758             30                0                 
  30    1.527937e-07   8.463252e-06   2.279728e-02   35        31        1         0         109392    181               51255             31                0                 
  31    1.114488e-07   7.492883e-06   1.258760e-02   36        32        1         0         112487    186               52743             32                0                 
  32    7.658038e-08   5.920064e-06   1.024146e-02   37        33        1         0         115573    191               54222             33                0                 
  33    6.896804e-08   8.008351e-06   1.007681e-02   39        34        2         0         121037    200               56799             34                0                 
  34    6.191224e-08   7.939345e-07   1.256124e-02   40        35        1         0         124156    205               58311             35                0                 
  35    6.170863e-08   4.971988e-07   1.469110e-03   41        36        1         0         127422    210               59970             36                0                 
  36    6.153462e-08   5.294740e-07   7.590933e-04   42        37        1         0         130640    215               61581             37                0                 
  37    6.096704e-08   1.083446e-06   2.201019e-03   43        38        1         0         133870    220               63204             38                0                 
  38    6.003912e-08   1.551815e-06   3.852905e-03   44        39        1         0         137094    225               64821             39                0                 
  39    5.870438e-08   1.516328e-06   6.154960e-03   45        40        1         0         140309    230               66429             40                0                 
  40    5.773975e-08   2.353073e-06   6.433615e-03   46        41        1         0         143485    235               67998             41                0                 
  41    5.740316e-08   3.358994e-07   1.699795e-03   47        42        1         0         146679    240               69585             42                0                 
  42    5.736447e-08   2.168888e-07   8.881125e-04   48        43        1         0         149918    245               71217             43                0                 
  43    5.733943e-08   2.168726e-07   2.727311e-04   49        44        1         0         152303    249               72315             44                0                 
  44    5.702462e-08   5.947794e-07   2.706879e-03   50        45        1         0         155605    254               74010             45                0                 
  45    5.643273e-08   1.170021e-06   5.084176e-03   51        46        1         0         158901    259               75699             46                0                 
  46    5.470009e-08   2.232706e-06   1.603011e-02   52        47        1         0         162158    264               77349             47                0                 
  47    5.066605e-08   3.702219e-06   4.022139e-02   53        48        1         0         165367    269               78951             48                0                 
  48    4.158287e-08   5.483942e-06   9.721840e-02   54        49        1         0         168564    274               80541             49                0                 
  49    2.595920e-08   6.454834e-06   1.821105e-01   55        50        1         0         171725    279               82095             50                0                 
  50    9.264868e-09   4.848838e-06   2.159250e-01   56        51        1         0         174841    284               83604             51                0                 
  51    1.482607e-09   1.684968e-06   1.005979e-01   57        52        1         0         177975    289               85131             52                0                 
  52    1.668838e-10   2.934333e-07   1.204616e-02   58        53        1         0         181169    294               86718             53                0                 
  53    9.745870e-11   6.763836e-08   1.589072e-02   59        54        1         0         184462    299               88404             54                0                 
  54    9.555470e-11   2.139801e-08   2.561661e-03   60        55        1         0         186868    303               89523             55                0                 
  55    9.528698e-11   1.782674e-08   1.096930e-04   61        56        1         0         189295    307               90663             56                0                 
  56    9.356340e-11   3.531813e-08   4.527114e-04   62        57        1         0         191656    311               91737             57                0                 
  57    9.018436e-11   7.391583e-08   5.812661e-04   63        58        1         0         194011    315               92805             58                0                 
  58    8.119745e-11   1.378974e-07   1.177097e-03   64        59        1         0         196408    319               93915             59                0                 
  59    6.332003e-11   2.037304e-07   2.127738e-03   65        60        1         0         198796    323               95016             60                0                 
  60    3.597396e-11   2.207624e-07   3.496914e-03   66        61        1         0         201163    327               96096             61                0                 
  61    1.250727e-11   1.237699e-07   4.023820e-03   67        62        1         0         203491    331               97137             62                0                 
  62    6.611356e-12   2.808317e-08   9.353042e-04   68        63        1         0         205840    335               98199             63                0                 
  63    6.166123e-12   1.957036e-09   3.470928e-04   69        64        1         0         208195    339               99267             64                0                 
  64    6.153308e-12   4.605502e-10   1.103741e-04   70        65        1         0         210643    343               100428            65                0                 
Optimization Terminated with Status: Converged
The process took 788.541 seconds to run.
Total n_vmult for algorithm 210643
