run.
Starting optimization with 100...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  0     1.441799e-03   6.067473e-03   
  1     1.405240e-03   5.983357e-03   6.067473e-03   2         2         1         0         2308      7                 1734              2                 0                 
  2     2.012269e-04   9.970214e-03   4.509589e-01   3         3         1         0         4327      14                3186              3                 0                 
  3     9.006082e-05   2.745079e-03   1.620093e-01   5         4         2         0         8161      27                5973              4                 0                 
  4     1.299442e-05   8.421509e-04   8.565243e-02   6         5         1         0         9842      33                7167              5                 0                 
  5     6.760847e-06   4.442319e-04   1.705441e-02   7         6         1         0         11784     39                8622              6                 0                 
  6     3.630725e-06   1.725310e-04   1.209844e-02   8         7         1         0         13870     45                10221             7                 0                 
  7     2.368809e-06   1.845049e-04   1.148936e-02   9         8         1         0         15288     50                11232             8                 0                 
  8     1.650414e-06   1.812150e-04   9.273982e-03   10        9         1         0         16661     55                12198             9                 0                 
  9     1.098345e-06   2.383177e-04   1.788813e-02   11        10        1         0         18579     61                13629             10                0                 
  10    5.254738e-07   6.873311e-05   7.882249e-03   12        11        1         0         19931     66                14574             11                0                 
  11    3.978696e-07   4.656779e-05   2.758752e-03   13        12        1         0         21307     71                15543             12                0                 
  12    2.448461e-07   2.921976e-05   6.226900e-03   14        13        1         0         22668     76                16497             13                0                 
  13    1.520827e-07   2.655962e-05   5.728703e-03   15        14        1         0         24008     81                17430             14                0                 
  14    7.814883e-08   2.420298e-05   9.236240e-03   16        15        1         0         25333     86                18348             15                0                 
