run.
Starting optimization with 40...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   dRdW_form         dRdW_mult         dRdX_mult         d2R_mult          
  52    3.101424e-10   3.240201e-07   1.394059e-03   58        53        1         0         132992    296               79341             53                0                 
  53    2.989569e-10   5.529046e-08   5.193747e-04   59        54        1         0         135429    301               80871             54                0                 
  54    2.975820e-10   4.803567e-08   1.220266e-04   60        55        1         0         137806    306               82341             55                0                 
  55    2.969212e-10   7.428828e-08   9.872687e-05   61        56        1         0         140249    311               83877             56                0                 
  56    2.958575e-10   1.034705e-07   1.019415e-04   62        57        1         0         142695    316               85416             57                0                 
  57    2.920670e-10   1.728843e-07   3.036689e-04   63        58        1         0         145096    321               86910             58                0                 
  58    2.833466e-10   2.719945e-07   6.976584e-04   64        59        1         0         147506    326               88413             59                0                 
  59    2.611384e-10   4.219993e-07   1.890389e-03   65        60        1         0         149901    331               89901             60                0                 
  60    2.131881e-10   5.919404e-07   4.407011e-03   66        61        1         0         152266    336               91359             61                0                 
  61    1.307112e-10   6.717569e-07   8.342866e-03   67        62        1         0         154628    341               92814             62                0                 
  62    4.528432e-11   4.939291e-07   9.730315e-03   68        63        1         0         156990    346               94269             63                0                 
  63    1.023930e-11   2.173564e-07   4.388379e-03   69        64        1         0         159355    351               95727             64                0                 
  64    1.422397e-12   2.411814e-08   7.343228e-04   70        65        1         0         161714    356               97179             65                0                 
  65    9.029963e-13   3.442739e-09   8.474164e-04   71        66        1         0         163431    360               98169             66                0                 
  66    8.855514e-13   1.852193e-09   1.707130e-04   72        67        1         0         165172    364               99183             67                0                 
  67    8.759380e-13   1.981485e-09   3.967922e-05   73        68        1         0         166943    368               100227            68                0                 
  68    7.964376e-13   4.781155e-09   2.325698e-04   74        69        1         0         168687    372               101244            69                0                 
  69    6.616534e-13   8.543558e-09   2.119263e-04   75        70        1         0         170413    376               102243            70                0                 
  70    4.099383e-13   1.001122e-08   3.268894e-04   76        71        1         0         172151    380               103254            71                0                 
  71    3.668226e-13   2.158432e-08   4.719247e-04   77        72        1         0         173829    384               104205            72                0                 
  72    1.686346e-13   6.426721e-09   9.766794e-05   78        73        1         0         175528    388               105177            73                0                 
  73    1.396601e-13   1.746662e-09   1.574744e-04   79        74        1         0         177284    392               106206            74                0                 
  74    1.360032e-13   3.739897e-10   8.973611e-05   80        75        1         0         179043    396               107238            75                0                 
Optimization Terminated with Status: Converged
The process took 251.997 seconds to run.
Total n_vmult for algorithm 179043
